category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SUCCESS,28,0,8,12 28 37 47 57 59 64 67,12,4,10000,1,67,7,12 28 37 47 57 59 64 67
MISSING_TARGET,,1,1,9,9,0,10000,1,60,,9
INVALID_EDGE,13,2,12,6 13 20 25 31 37 5 13 20 31 37 63,6,4,10000,1,88,,6 13 20 25 31 37 5 13 20 31 37 63
SUCCESS,30,3,6,11 30 32 47 65 68,11,3,10000,1,68,5,11 30 32 47 65 68
MISSING_TARGET,29,4,3,21 29 35,21,1,10000,1,75,,21 29 35
SUCCESS,16,5,9,1 16 28 37 47 57 59 64 67,1,4,10000,1,67,8,1 16 28 37 47 57 59 64 67
MISSING_TARGET,25,6,3,23 25 31,23,1,10000,1,74,,23 25 31
MISSING_TARGET,25,7,4,19 25 31 37,19,2,10000,1,87,,19 25 31 37
MISSING_TARGET,,8,1,5,5,0,10000,1,64,,5
SUCCESS,28,9,9,26 28 37 47 57 59 64 67 71,26,4,10000,1,71,8,26 28 37 47 57 59 64 67 71
SUCCESS,31,10,9,25 31 37 40 43 47 56 57 70,25,7,10000,1,70,8,25 31 37 40 43 47 56 57 70
MISSING_TARGET,,11,1,17,17,0,10000,1,69,,17
SUCCESS,31,12,9,20 31 37 47 57 59 64 67 71,20,5,10000,1,71,8,20 31 37 47 57 59 64 67 71
SUCCESS,35,13,7,0 35 40 48 57 60 69,0,4,10000,1,69,6,0 35 40 48 57 60 69
SUCCESS,28,14,5,26 28 37 47 65,26,2,10000,1,65,4,26 28 37 47 65
MISSING_TARGET,13,15,5,2 13 27 35 40,2,2,10000,1,66,,2 13 27 35 40
MISSING_TARGET,28,16,3,26 28 37,26,1,10000,1,74,,26 28 37
NO_EOS,25,17,32,23 25 31 37 47 57 59 10 33 43 47 57 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70,23,9,10000,0,89,,23 25 31 37 47 57 59 10 33 43 47 57 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
MISSING_TARGET,13,18,7,7 13 27 35 40 45 53,7,4,10000,1,84,,7 13 27 35 40 45 53
MISSING_TARGET,26,19,2,20 26,20,0,10000,1,80,,20 26
SUCCESS,18,20,8,14 18 32 47 65 67 78 79,14,2,10000,1,79,7,14 18 32 47 65 67 78 79
MISSING_TARGET,28,21,7,26 28 37 40 48 50 52,26,5,10000,1,61,,26 28 37 40 48 50 52
MISSING_TARGET,25,22,4,18 25 31 37,18,2,10000,1,85,,18 25 31 37
SUCCESS,35,23,7,22 35 40 43 47 57 70,22,5,10000,1,70,6,22 35 40 43 47 57 70
MISSING_TARGET,6,24,5,4 6 13 20 31,4,1,10000,1,68,,4 6 13 20 31
SUCCESS,31,25,9,20 31 37 40 48 65 67 80 83,20,4,10000,1,83,8,20 31 37 40 48 65 67 80 83
SUCCESS,37,26,8,28 37 47 57 59 64 67 71,28,4,10000,1,71,7,28 37 47 57 59 64 67 71
SUCCESS,35,27,9,27 35 40 48 57 59 64 67 78,27,5,10000,1,78,8,27 35 40 48 57 59 64 67 78
SUCCESS,30,28,9,16 30 32 47 57 59 64 80 82,16,5,10000,1,82,8,16 30 32 47 57 59 64 80 82
SUCCESS,35,29,7,29 35 40 48 57 59 78,29,5,10000,1,78,6,29 35 40 48 57 59 78
MISSING_TARGET,13,30,4,2 13 27 35,2,1,10000,1,83,,2 13 27 35
SUCCESS,24,31,9,10 24 27 28 37 47 57 59 78,10,4,10000,1,78,8,10 24 27 28 37 47 57 59 78
MISSING_TARGET,25,32,4,19 25 31 37,19,2,10000,1,85,,19 25 31 37
SUCCESS,18,33,7,14 18 32 47 57 60 69,14,3,10000,1,69,6,14 18 32 47 57 60 69
SUCCESS,32,34,5,18 32 47 65 68,18,2,10000,1,68,4,18 32 47 65 68
SUCCESS,35,35,7,0 35 40 48 65 74 75,0,3,10000,1,75,6,0 35 40 48 65 74 75
SUCCESS,27,36,7,24 27 28 37 47 57 66,24,3,10000,1,66,6,24 27 28 37 47 57 66
MISSING_TARGET,30,37,2,13 30,13,1,10000,1,83,,13 30
MISSING_TARGET,24,38,2,10 24,10,0,10000,1,71,,10 24
SUCCESS,37,39,8,9 37 47 65 67 71 75 84,9,2,10000,1,84,7,9 37 47 65 67 71 75 84
MISSING_TARGET,,40,1,19,19,0,10000,1,72,,19
SUCCESS,35,41,7,11 35 40 43 47 56 61,11,5,10000,1,61,6,11 35 40 43 47 56 61
MISSING_TARGET,24,42,3,3 24 35,3,1,10000,1,82,,3 24 35
MISSING_TARGET,6,43,7,4 6 13 28 37 42 53,4,3,10000,1,86,,4 6 13 28 37 42 53
SUCCESS,20,44,7,16 20 31 37 47 57 70,16,4,10000,1,70,6,16 20 31 37 47 57 70
SUCCESS,28,45,9,12 28 37 40 48 65 74 75 77,12,3,10000,1,77,8,12 28 37 40 48 65 74 75 77
SUCCESS,20,46,9,16 20 31 37 47 65 67 80 81,16,3,10000,1,81,8,16 20 31 37 47 65 67 80 81
INVALID_EDGE,6,47,11,4 6 13 28 37 40 5 63 76 80 81,4,2,10000,1,87,,4 6 13 28 37 40 5 63 76 80 81
SUCCESS,37,48,6,28 37 47 65 67 78,28,2,10000,1,78,5,28 37 47 65 67 78
MISSING_TARGET,,49,1,21,21,0,10000,1,63,,21
MISSING_TARGET,27,50,7,24 27 28 37 47 57 59,24,4,10000,1,64,,24 27 28 37 47 57 59
INVALID_EDGE,16,51,12,1 16 28 37 40 48 3 63 66 67 71 79,1,3,10000,1,79,11,1 16 28 37 40 48 3 63 66 67 71 79
SUCCESS,37,52,6,8 37 40 48 57 60,8,4,10000,1,60,5,8 37 40 48 57 60
MISSING_TARGET,25,53,3,18 25 31,18,1,10000,1,84,,18 25 31
MISSING_TARGET,,54,1,9,9,0,10000,1,67,,9
SUCCESS,35,55,8,23 35 40 48 65 67 80 81,23,3,10000,1,81,7,23 35 40 48 65 67 80 81
SUCCESS,13,56,9,6 13 20 31 37 47 57 59 78,6,5,10000,1,78,8,6 13 20 31 37 47 57 59 78
MISSING_TARGET,35,57,2,27 35,27,1,10000,1,80,,27 35
MISSING_TARGET,,58,1,9,9,0,10000,1,69,,9
SUCCESS,30,59,8,16 30 32 47 65 67 71 79,16,3,10000,1,79,7,16 30 32 47 65 67 71 79
MISSING_TARGET,27,60,4,17 27 28 37,17,1,10000,1,85,,17 27 28 37
SUCCESS,37,61,5,28 37 47 65 67,28,2,10000,1,67,4,28 37 47 65 67
SUCCESS,28,62,6,26 28 37 40 48 62,26,3,10000,1,62,5,26 28 37 40 48 62
MISSING_TARGET,24,63,5,14 24 27 28 37,14,1,10000,1,76,,14 24 27 28 37
MISSING_TARGET,27,64,3,0 27 35,0,1,10000,1,74,,0 27 35
SUCCESS,30,65,8,16 30 32 40 48 50 52 61,16,6,10000,1,61,7,16 30 32 40 48 50 52 61
SUCCESS,13,66,9,7 13 28 37 47 65 67 80 81,7,2,10000,1,81,8,7 13 28 37 47 65 67 80 81
MISSING_TARGET,35,67,2,22 35,22,1,10000,1,76,,22 35
MISSING_TARGET,35,68,2,27 35,27,1,10000,1,76,,27 35
MISSING_TARGET,13,69,3,7 13 30,7,1,10000,1,62,,7 13 30
MISSING_TARGET,24,70,4,3 24 27 35,3,1,10000,1,86,,3 24 27 35
SUCCESS,31,71,8,20 31 37 40 48 57 60 69,20,5,10000,1,69,7,20 31 37 40 48 57 60 69
MISSING_TARGET,24,72,3,3 24 35,3,1,10000,1,63,,3 24 35
SUCCESS,31,73,7,25 31 37 40 48 57 66,25,5,10000,1,66,6,25 31 37 40 48 57 66
SUCCESS,31,74,9,20 31 37 40 43 47 56 57 70,20,7,10000,1,70,8,20 31 37 40 43 47 56 57 70
SUCCESS,28,75,7,26 28 37 40 48 57 60,26,4,10000,1,60,6,26 28 37 40 48 57 60
MISSING_TARGET,,76,1,17,17,0,10000,1,71,,17
MISSING_TARGET,,77,1,21,21,0,10000,1,72,,21
MISSING_TARGET,27,78,4,15 27 28 37,15,1,10000,1,83,,15 27 28 37
MISSING_TARGET,35,79,2,27 35,27,1,10000,1,69,,27 35
MISSING_TARGET,13,80,3,5 13 30,5,1,10000,1,72,,5 13 30
SUCCESS,35,81,9,24 35 40 43 47 56 57 59 72,24,7,10000,1,72,8,24 35 40 43 47 56 57 59 72
SUCCESS,35,82,7,11 35 40 43 47 57 60,11,5,10000,1,60,6,11 35 40 43 47 57 60
SUCCESS,13,83,8,7 13 30 32 47 56 57 66,7,5,10000,1,66,7,7 13 30 32 47 56 57 66
SUCCESS,37,84,7,9 37 47 65 67 80 89,9,2,10000,1,89,6,9 37 47 65 67 80 89
MISSING_TARGET,35,85,4,0 35 40 48,0,3,10000,1,61,,0 35 40 48
MISSING_TARGET,16,86,4,1 16 28 37,1,1,10000,1,63,,1 16 28 37
SUCCESS,28,87,8,12 28 37 40 45 53 57 70,12,5,10000,1,70,7,12 28 37 40 45 53 57 70
SUCCESS,31,88,7,25 31 37 47 57 59 64,25,5,10000,1,64,6,25 31 37 47 57 59 64
SUCCESS,37,89,7,28 37 47 65 67 80 82,28,2,10000,1,82,6,28 37 47 65 67 80 82
SUCCESS,31,90,8,25 31 37 40 48 57 59 72,25,6,10000,1,72,7,25 31 37 40 48 57 59 72
SUCCESS,37,91,6,8 37 47 57 60 69,8,3,10000,1,69,5,8 37 47 57 60 69
MISSING_TARGET,13,92,4,7 13 28 37,7,1,10000,1,83,,7 13 28 37
MISSING_TARGET,24,93,5,10 24 27 28 37,10,1,10000,1,85,,10 24 27 28 37
MISSING_TARGET,24,94,4,14 24 27 35,14,1,10000,1,88,,14 24 27 35
MISSING_TARGET,20,95,4,16 20 25 31,16,1,10000,1,85,,16 20 25 31
MISSING_TARGET,13,96,4,2 13 27 35,2,1,10000,1,76,,2 13 27 35
MISSING_TARGET,13,97,7,7 13 20 31 37 42 53,7,4,10000,1,80,,7 13 20 31 37 42 53
MISSING_TARGET,24,98,2,10 24,10,0,10000,1,60,,10 24
MISSING_TARGET,27,99,7,17 27 28 37 47 57 59,17,4,10000,1,76,,17 27 28 37 47 57 59
MISSING_TARGET,18,100,3,14 18 32,14,1,10000,1,75,,14 18 32
