category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SUCCESS,28,0,6,12 28 37 47 65 67,12,2,14000,1,67,5,12 28 37 47 65 67
MISSING_TARGET,,1,1,9,9,0,14000,1,60,,9
MISSING_TARGET,13,2,4,6 13 27 35,6,1,14000,1,88,,6 13 27 35
SUCCESS,29,3,6,11 29 37 47 65 68,11,2,14000,1,68,5,11 29 37 47 65 68
SUCCESS,29,4,8,21 29 37 47 65 67 71 75,21,2,14000,1,75,7,21 29 37 47 65 67 71 75
MISSING_TARGET,16,5,2,1 16,1,0,14000,1,67,,1 16
MISSING_TARGET,35,6,2,23 35,23,1,14000,1,74,,23 35
MISSING_TARGET,25,7,2,19 25,19,0,14000,1,87,,19 25
MISSING_TARGET,,8,1,5,5,0,14000,1,64,,5
MISSING_TARGET,,9,1,26,26,0,14000,1,71,,26
SUCCESS,31,10,7,25 31 37 40 48 57 70,25,5,14000,1,70,6,25 31 37 40 48 57 70
MISSING_TARGET,,11,1,17,17,0,14000,1,69,,17
SUCCESS,31,12,7,20 31 37 47 65 67 71,20,3,14000,1,71,6,20 31 37 47 65 67 71
SUCCESS,35,13,7,0 35 40 48 57 60 69,0,4,14000,1,69,6,0 35 40 48 57 60 69
MISSING_TARGET,,14,1,26,26,0,14000,1,65,,26
SUCCESS,27,15,7,2 27 35 40 48 57 66,2,4,14000,1,66,6,2 27 35 40 48 57 66
MISSING_TARGET,,16,1,26,26,0,14000,1,74,,26
SUCCESS,37,17,8,23 37 48 57 59 64 80 89,23,4,14000,1,89,7,23 37 48 57 59 64 80 89
INVALID_EDGE,13,18,15,7 13 27 35 40 48 23 35 40 48 65 67 71 75 84,7,6,14000,1,84,14,7 13 27 35 40 48 23 35 40 48 65 67 71 75 84
MISSING_TARGET,31,19,2,20 31,20,1,14000,1,80,,20 31
SUCCESS,18,20,8,14 18 37 47 65 67 71 79,14,2,14000,1,79,7,14 18 37 47 65 67 71 79
MISSING_TARGET,,21,1,26,26,0,14000,1,61,,26
SUCCESS,37,22,8,18 37 48 65 67 80 81 85,18,2,14000,1,85,7,18 37 48 65 67 80 81 85
SUCCESS,35,23,6,22 35 40 48 57 70,22,4,14000,1,70,5,22 35 40 48 57 70
MISSING_TARGET,,24,1,4,4,0,14000,1,68,,4
