category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
MISSING_TARGET,28,0,4,12 28 37 40,12,2,8000,1,67,,12 28 37 40
MISSING_TARGET,,1,1,9,9,0,8000,1,60,,9
MISSING_TARGET,16,2,3,6 16 30,6,1,8000,1,88,,6 16 30
SUCCESS,35,3,6,11 35 40 48 65 68,11,3,8000,1,68,5,11 35 40 48 65 68
MISSING_TARGET,29,4,3,21 29 35,21,1,8000,1,75,,21 29 35
MISSING_TARGET,16,5,5,1 16 28 37 40,1,2,8000,1,67,,1 16 28 37 40
MISSING_TARGET,35,6,2,23 35,23,1,8000,1,74,,23 35
MISSING_TARGET,32,7,2,19 32,19,1,8000,1,87,,19 32
MISSING_TARGET,,8,1,5,5,0,8000,1,64,,5
MISSING_TARGET,,9,1,26,26,0,8000,1,71,,26
SUCCESS,31,10,7,25 31 37 40 48 57 70,25,5,8000,1,70,6,25 31 37 40 48 57 70
MISSING_TARGET,,11,1,17,17,0,8000,1,69,,17
MISSING_TARGET,31,12,2,20 31,20,1,8000,1,71,,20 31
MISSING_TARGET,,13,1,0,0,0,8000,1,69,,0
SUCCESS,28,14,6,26 28 37 40 48 65,26,3,8000,1,65,5,26 28 37 40 48 65
MISSING_TARGET,13,15,2,2 13,2,0,8000,1,66,,2 13
MISSING_TARGET,,16,1,26,26,0,8000,1,74,,26
MISSING_TARGET,35,17,3,23 35 40,23,2,8000,1,89,,23 35 40
MISSING_TARGET,13,18,4,7 13 28 37,7,1,8000,1,84,,7 13 28 37
MISSING_TARGET,26,19,2,20 26,20,0,8000,1,80,,20 26
MISSING_TARGET,18,20,4,14 18 32 40,14,2,8000,1,79,,14 18 32 40
MISSING_TARGET,28,21,2,26 28,26,0,8000,1,61,,26 28
MISSING_TARGET,25,22,3,18 25 31,18,1,8000,1,85,,18 25 31
MISSING_TARGET,35,23,3,22 35 40,22,2,8000,1,70,,22 35 40
MISSING_TARGET,,24,1,4,4,0,8000,1,68,,4
MISSING_TARGET,31,25,4,20 31 37 40,20,3,8000,1,83,,20 31 37 40
