category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
MISSING_TARGET,,0,1,12,12,0,4000,1,67,,12
MISSING_TARGET,,1,1,9,9,0,4000,1,60,,9
MISSING_TARGET,13,2,4,6 13 27 35,6,1,4000,1,88,,6 13 27 35
MISSING_TARGET,35,3,2,11 35,11,1,4000,1,68,,11 35
MISSING_TARGET,,4,1,21,21,0,4000,1,75,,21
MISSING_TARGET,16,5,2,1 16,1,0,4000,1,67,,1 16
MISSING_TARGET,,6,1,23,23,0,4000,1,74,,23
MISSING_TARGET,25,7,3,19 25 31,19,1,4000,1,87,,19 25 31
SRC_MISMATCH_NO_TARGET,13,8,2,13,5,0,4000,1,64,,5 13
SRC_MISMATCH,28,9,11,28 37 40 48 57 59 64 65 67 71,26,5,4000,1,71,10,26 28 37 40 48 57 59 64 65 67 71
SRC_MISMATCH,31,10,7,31 37 40 48 57 70,25,5,4000,1,70,6,25 31 37 40 48 57 70
MISSING_TARGET,,11,1,17,17,0,4000,1,69,,17
MISSING_TARGET,31,12,2,20 31,20,1,4000,1,71,,20 31
SRC_MISMATCH_NO_TARGET,27,13,3,27 35,0,1,4000,1,69,,0 27 35
SRC_MISMATCH,28,14,6,28 37 40 48 65,26,3,4000,1,65,5,26 28 37 40 48 65
SRC_MISMATCH_NO_TARGET,27,15,3,27 35,2,1,4000,1,66,,2 27 35
SRC_MISMATCH_NO_TARGET,28,16,3,28 37,26,1,4000,1,74,,26 28 37
MISSING_TARGET,35,17,4,23 35 40 48,23,3,4000,1,89,,23 35 40 48
MISSING_TARGET,13,18,2,7 13,7,0,4000,1,84,,7 13
MISSING_TARGET,31,19,2,20 31,20,1,4000,1,80,,20 31
MISSING_TARGET,18,20,4,14 18 32 38,14,2,4000,1,79,,14 18 32 38
SRC_MISMATCH_NO_TARGET,28,21,2,28,26,0,4000,1,61,,26 28
MISSING_TARGET,36,22,2,18 36,18,1,4000,1,85,,18 36
SRC_MISMATCH,35,23,6,35 40 48 57 70,22,4,4000,1,70,5,22 35 40 48 57 70
MISSING_TARGET,,24,1,4,4,0,4000,1,68,,4
MISSING_TARGET,31,25,2,20 31,20,1,4000,1,83,,20 31
SUCCESS,37,26,10,28 37 40 48 57 59 64 65 67 71,28,5,4000,1,71,9,28 37 40 48 57 59 64 65 67 71
MISSING_TARGET,35,27,2,27 35,27,1,4000,1,78,,27 35
MISSING_TARGET,28,28,3,16 28 37,16,1,4000,1,82,,16 28 37
SUCCESS,35,29,9,29 35 40 48 50 52 61 67 78,29,5,4000,1,78,8,29 35 40 48 50 52 61 67 78
MISSING_TARGET,27,30,3,2 27 35,2,1,4000,1,83,,2 27 35
MISSING_TARGET,23,31,2,10 23,10,0,4000,1,78,,10 23
MISSING_TARGET,25,32,3,19 25 31,19,1,4000,1,85,,19 25 31
SRC_MISMATCH_NO_TARGET,18,33,4,18 32 34,14,2,4000,1,69,,14 18 32 34
MISSING_TARGET,32,34,3,18 32 38,18,2,4000,1,68,,18 32 38
MISSING_TARGET,,35,1,0,0,0,4000,1,75,,0
MISSING_TARGET,,36,1,24,24,0,4000,1,66,,24
MISSING_TARGET,30,37,2,13 30,13,1,4000,1,83,,13 30
MISSING_TARGET,18,38,3,10 18 32,10,1,4000,1,71,,10 18 32
MISSING_TARGET,37,39,2,9 37,9,1,4000,1,84,,9 37
MISSING_TARGET,,40,1,19,19,0,4000,1,72,,19
SRC_MISMATCH_NO_TARGET,17,41,2,17,11,0,4000,1,61,,11 17
MISSING_TARGET,24,42,3,3 24 35,3,1,4000,1,82,,3 24 35
MISSING_TARGET,29,43,3,4 29 35,4,1,4000,1,86,,4 29 35
MISSING_TARGET,,44,1,16,16,0,4000,1,70,,16
MISSING_TARGET,24,45,5,12 24 27 35 40,12,2,4000,1,77,,12 24 27 35 40
MISSING_TARGET,28,46,3,16 28 37,16,1,4000,1,81,,16 28 37
MISSING_TARGET,29,47,3,4 29 36,4,1,4000,1,87,,4 29 36
MISSING_TARGET,37,48,2,28 37,28,1,4000,1,78,,28 37
SRC_MISMATCH_NO_TARGET,29,49,3,29 35,21,1,4000,1,63,,21 29 35
MISSING_TARGET,,50,1,24,24,0,4000,1,64,,24
INVALID_EDGE,29,51,9,1 29 36 1 29 36 1 29 36,1,3,4000,1,79,,1 29 36 1 29 36 1 29 36
SRC_MISMATCH_NO_TARGET,29,52,7,29 35 40 48 50 52,8,5,4000,1,60,,8 29 35 40 48 50 52
MISSING_TARGET,36,53,2,18 36,18,1,4000,1,84,,18 36
STOP_BEFORE_START,,54,0,,9,0,4000,1,67,,9
MISSING_TARGET,,55,1,23,23,0,4000,1,81,,23
MISSING_TARGET,13,56,2,6 13,6,0,4000,1,78,,6 13
MISSING_TARGET,35,57,2,27 35,27,1,4000,1,80,,27 35
MISSING_TARGET,,58,1,9,9,0,4000,1,69,,9
MISSING_TARGET,30,59,2,16 30,16,1,4000,1,79,,16 30
MISSING_TARGET,27,60,4,17 27 35 40,17,2,4000,1,85,,17 27 35 40
MISSING_TARGET,,61,1,28,28,0,4000,1,67,,28
SRC_MISMATCH_NO_TARGET,28,62,2,28,26,0,4000,1,62,,26 28
MISSING_TARGET,18,63,3,14 18 32,14,1,4000,1,76,,14 18 32
MISSING_TARGET,,64,1,0,0,0,4000,1,74,,0
MISSING_TARGET,,65,1,16,16,0,4000,1,61,,16
MISSING_TARGET,13,66,3,7 13 28,7,0,4000,1,81,,7 13 28
SRC_MISMATCH_NO_TARGET,29,67,3,29 35,22,1,4000,1,76,,22 29 35
SRC_MISMATCH_NO_TARGET,28,68,3,28 37,27,1,4000,1,76,,27 28 37
MISSING_TARGET,,69,1,7,7,0,4000,1,62,,7
MISSING_TARGET,24,70,4,3 24 27 35,3,1,4000,1,86,,3 24 27 35
SRC_MISMATCH_NO_TARGET,31,71,4,31 34 39,20,3,4000,1,69,,20 31 34 39
SRC_MISMATCH_NO_TARGET,24,72,2,24,3,0,4000,1,63,,3 24
SRC_MISMATCH,31,73,7,31 37 40 48 57 66,25,5,4000,1,66,6,25 31 37 40 48 57 66
MISSING_TARGET,31,74,2,20 31,20,1,4000,1,70,,20 31
SRC_MISMATCH_NO_TARGET,28,75,2,28,26,0,4000,1,60,,26 28
MISSING_TARGET,,76,1,17,17,0,4000,1,71,,17
SRC_MISMATCH_NO_TARGET,29,77,3,29 35,21,1,4000,1,72,,21 29 35
MISSING_TARGET,28,78,2,15 28,15,0,4000,1,83,,15 28
MISSING_TARGET,35,79,2,27 35,27,1,4000,1,69,,27 35
MISSING_TARGET,,80,1,5,5,0,4000,1,72,,5
MISSING_TARGET,,81,1,24,24,0,4000,1,72,,24
SRC_MISMATCH_NO_TARGET,24,82,2,24,11,0,4000,1,60,,11 24
MISSING_TARGET,,83,1,7,7,0,4000,1,66,,7
MISSING_TARGET,37,84,2,9 37,9,1,4000,1,89,,9 37
MISSING_TARGET,,85,1,0,0,0,4000,1,61,,0
MISSING_TARGET,29,86,3,1 29 36,1,1,4000,1,63,,1 29 36
MISSING_TARGET,28,87,2,12 28,12,0,4000,1,70,,12 28
SRC_MISMATCH,31,88,8,31 37 40 48 57 60 64,25,5,4000,1,64,7,25 31 37 40 48 57 60 64
MISSING_TARGET,37,89,5,28 37 40 48 57,28,4,4000,1,82,,28 37 40 48 57
SRC_MISMATCH,31,90,8,31 37 40 48 57 66 72,25,5,4000,1,72,7,25 31 37 40 48 57 66 72
MISSING_TARGET,,91,1,8,8,0,4000,1,69,,8
MISSING_TARGET,13,92,3,7 13 28,7,0,4000,1,83,,7 13 28
MISSING_TARGET,23,93,4,10 23 35 40,10,2,4000,1,85,,10 23 35 40
MISSING_TARGET,18,94,3,14 18 32,14,1,4000,1,88,,14 18 32
MISSING_TARGET,30,95,2,16 30,16,1,4000,1,85,,16 30
MISSING_TARGET,27,96,3,2 27 35,2,1,4000,1,76,,2 27 35
MISSING_TARGET,35,97,2,7 35,7,1,4000,1,80,,7 35
SRC_MISMATCH_NO_TARGET,23,98,2,23,10,0,4000,1,60,,10 23
MISSING_TARGET,,99,1,17,17,0,4000,1,76,,17
MISSING_TARGET,18,100,3,14 18 32,14,1,4000,1,75,,14 18 32
MISSING_TARGET,36,101,2,16 36,16,1,4000,1,74,,16 36
MISSING_TARGET,24,102,2,8 24,8,0,4000,1,76,,8 24
MISSING_TARGET,35,103,2,29 35,29,1,4000,1,73,,29 35
SRC_MISMATCH,35,104,7,35 40 48 57 66 72,23,4,4000,1,72,6,23 35 40 48 57 66 72
SRC_MISMATCH_NO_TARGET,23,105,2,23,10,0,4000,1,66,,10 23
SUCCESS,35,106,8,24 35 40 48 50 65 67 78,24,4,4000,1,78,7,24 35 40 48 50 65 67 78
MISSING_TARGET,,107,1,4,4,0,4000,1,63,,4
MISSING_TARGET,35,108,2,29 35,29,1,4000,1,63,,29 35
MISSING_TARGET,35,109,4,23 35 40 48,23,3,4000,1,85,,23 35 40 48
MISSING_TARGET,27,110,4,24 27 35 40,24,2,4000,1,85,,24 27 35 40
MISSING_TARGET,23,111,2,10 23,10,0,4000,1,89,,10 23
SRC_MISMATCH_NO_TARGET,27,112,3,27 35,0,1,4000,1,72,,0 27 35
MISSING_TARGET,35,113,4,22 35 40 48,22,3,4000,1,88,,22 35 40 48
SRC_MISMATCH_NO_TARGET,13,114,2,13,5,0,4000,1,67,,5 13
MISSING_TARGET,,115,1,3,3,0,4000,1,65,,3
MISSING_TARGET,23,116,2,10 23,10,0,4000,1,83,,10 23
MISSING_TARGET,29,117,3,4 29 35,4,1,4000,1,80,,4 29 35
MISSING_TARGET,27,118,3,17 27 35,17,1,4000,1,81,,17 27 35
MISSING_TARGET,16,119,2,5 16,5,0,4000,1,74,,5 16
MISSING_TARGET,35,120,2,11 35,11,1,4000,1,62,,11 35
MISSING_TARGET,35,121,2,27 35,27,1,4000,1,63,,27 35
MISSING_TARGET,,122,1,28,28,0,4000,1,63,,28
MISSING_TARGET,29,123,3,5 29 36,5,1,4000,1,87,,5 29 36
MISSING_TARGET,,124,1,24,24,0,4000,1,60,,24
MISSING_TARGET,,125,1,19,19,0,4000,1,79,,19
MISSING_TARGET,13,126,2,5 13,5,0,4000,1,71,,5 13
MISSING_TARGET,27,127,3,13 27 35,13,1,4000,1,88,,13 27 35
INVALID_EDGE,35,128,6,15 35 40 48 50 62,15,4,4000,1,62,5,15 35 40 48 50 62
INVALID_EDGE,16,129,9,1 16 36 1 29 36 1 29 36,1,3,4000,1,77,,1 16 36 1 29 36 1 29 36
MISSING_TARGET,27,130,4,17 27 28 37,17,1,4000,1,87,,17 27 28 37
