category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SUCCESS,28,0,8,12 28 37 47 57 59 64 67,12,4,20000,1,67,7,12 28 37 47 57 59 64 67
MISSING_TARGET,,1,1,9,9,0,20000,1,60,,9
MISSING_TARGET,23,2,6,6 23 37 47 57 59,6,4,20000,1,88,,6 23 37 47 57 59
SUCCESS,35,3,9,11 35 40 48 57 59 64 65 68,11,5,20000,1,68,8,11 35 40 48 57 59 64 65 68
MISSING_TARGET,,4,1,21,21,0,20000,1,75,,21
SUCCESS,16,5,10,1 16 28 37 41 47 50 52 61 67,1,5,20000,1,67,9,1 16 28 37 41 47 50 52 61 67
MISSING_TARGET,37,6,5,23 37 48 57 59,23,4,20000,1,74,,23 37 48 57 59
SUCCESS,25,7,10,19 25 31 37 47 65 67 80 81 87,19,3,20000,1,87,9,19 25 31 37 47 65 67 80 81 87
MISSING_TARGET,13,8,7,5 13 28 37 47 57 59,5,4,20000,1,64,,5 13 28 37 47 57 59
SUCCESS,28,9,7,26 28 37 47 65 67 71,26,2,20000,1,71,6,26 28 37 47 65 67 71
SUCCESS,31,10,6,25 31 37 47 57 70,25,4,20000,1,70,5,25 31 37 47 57 70
MISSING_TARGET,,11,1,17,17,0,20000,1,69,,17
SUCCESS,31,12,9,20 31 37 47 57 59 64 67 71,20,5,20000,1,71,8,20 31 37 47 57 59 64 67 71
SUCCESS,35,13,7,0 35 40 48 57 60 69,0,4,20000,1,69,6,0 35 40 48 57 60 69
SUCCESS,28,14,5,26 28 37 47 65,26,2,20000,1,65,4,26 28 37 47 65
SUCCESS,27,15,7,2 27 35 40 48 57 66,2,4,20000,1,66,6,2 27 35 40 48 57 66
SUCCESS,28,16,10,26 28 37 48 57 59 64 65 68 74,26,4,20000,1,74,9,26 28 37 48 57 59 64 65 68 74
SUCCESS,37,17,7,23 37 41 61 67 80 89,23,2,20000,1,89,6,23 37 41 61 67 80 89
SUCCESS,13,18,11,7 13 28 37 47 56 57 59 74 75 84,7,5,20000,1,84,10,7 13 28 37 47 56 57 59 74 75 84
SUCCESS,37,19,6,20 37 47 65 67 80,20,2,20000,1,80,5,20 37 47 65 67 80
SUCCESS,18,20,8,14 18 37 47 65 67 71 79,14,2,20000,1,79,7,14 18 37 47 65 67 71 79
SUCCESS,28,21,7,26 28 37 47 50 52 61,26,4,20000,1,61,6,26 28 37 47 50 52 61
SUCCESS,37,22,8,18 37 41 61 67 80 81 85,18,2,20000,1,85,7,18 37 41 61 67 80 81 85
SUCCESS,35,23,6,22 35 40 48 57 70,22,4,20000,1,70,5,22 35 40 48 57 70
MISSING_TARGET,,24,1,4,4,0,20000,1,68,,4
SUCCESS,37,25,7,20 37 47 65 67 80 83,20,2,20000,1,83,6,20 37 47 65 67 80 83
SUCCESS,37,26,6,28 37 47 65 67 71,28,2,20000,1,71,5,28 37 47 65 67 71
SUCCESS,35,27,9,27 35 40 48 57 59 64 67 78,27,5,20000,1,78,8,27 35 40 48 57 59 64 67 78
SUCCESS,28,28,9,16 28 37 47 57 59 64 80 82,16,4,20000,1,82,8,16 28 37 47 57 59 64 80 82
SUCCESS,37,29,6,29 37 47 65 67 78,29,2,20000,1,78,5,29 37 47 65 67 78
SUCCESS,27,30,11,2 27 35 40 48 50 52 61 67 80 83,2,5,20000,1,83,10,2 27 35 40 48 50 52 61 67 80 83
MISSING_TARGET,23,31,6,10 23 37 47 57 59,10,4,20000,1,78,,10 23 37 47 57 59
MISSING_TARGET,25,32,8,19 25 31 37 41 47 57 59,19,6,20000,1,85,,19 25 31 37 41 47 57 59
SUCCESS,18,33,7,14 18 37 47 57 60 69,14,3,20000,1,69,6,14 18 37 47 57 60 69
SUCCESS,37,34,5,18 37 47 65 68,18,2,20000,1,68,4,18 37 47 65 68
SUCCESS,35,35,8,0 35 40 48 65 67 71 75,0,3,20000,1,75,7,0 35 40 48 65 67 71 75
SUCCESS,35,36,6,24 35 40 48 57 66,24,4,20000,1,66,5,24 35 40 48 57 66
MISSING_TARGET,28,37,7,13 28 37 47 56 57 59,13,5,20000,1,83,,13 28 37 47 56 57 59
SUCCESS,23,38,9,10 23 37 47 57 59 64 67 71,10,4,20000,1,71,8,10 23 37 47 57 59 64 67 71
SUCCESS,37,39,8,9 37 47 65 67 71 75 84,9,2,20000,1,84,7,9 37 47 65 67 71 75 84
MISSING_TARGET,,40,1,19,19,0,20000,1,72,,19
SUCCESS,35,41,7,11 35 40 48 50 52 61,11,5,20000,1,61,6,11 35 40 48 50 52 61
MISSING_TARGET,24,42,4,3 24 27 35,3,1,20000,1,82,,3 24 27 35
SUCCESS,29,43,10,4 29 37 41 47 65 67 80 82 86,4,3,20000,1,86,9,4 29 37 41 47 65 67 80 82 86
SUCCESS,28,44,6,16 28 37 47 57 70,16,3,20000,1,70,5,16 28 37 47 57 70
MISSING_TARGET,28,45,6,12 28 37 48 57 59,12,4,20000,1,77,,12 28 37 48 57 59
SUCCESS,28,46,8,16 28 37 47 65 67 80 81,16,2,20000,1,81,7,16 28 37 47 65 67 80 81
SUCCESS,29,47,9,4 29 37 47 65 67 80 81 87,4,2,20000,1,87,8,4 29 37 47 65 67 80 81 87
SUCCESS,37,48,6,28 37 47 65 67 78,28,2,20000,1,78,5,28 37 47 65 67 78
SRC_MISMATCH_NO_TARGET,29,49,3,29 37,21,1,20000,1,63,,21 29 37
SUCCESS,35,50,7,24 35 40 48 57 59 64,24,5,20000,1,64,6,24 35 40 48 57 59 64
SUCCESS,16,51,9,1 16 28 37 47 65 67 71 79,1,2,20000,1,79,8,1 16 28 37 47 65 67 71 79
MISSING_TARGET,,52,1,8,8,0,20000,1,60,,8
SUCCESS,37,53,8,18 37 47 65 67 71 75 84,18,2,20000,1,84,7,18 37 47 65 67 71 75 84
MISSING_TARGET,,54,1,9,9,0,20000,1,67,,9
SUCCESS,37,55,7,23 37 47 65 67 80 81,23,2,20000,1,81,6,23 37 47 65 67 80 81
MISSING_TARGET,23,56,6,6 23 37 47 57 59,6,4,20000,1,78,,6 23 37 47 57 59
MISSING_TARGET,35,57,2,27 35,27,1,20000,1,80,,27 35
MISSING_TARGET,,58,1,9,9,0,20000,1,69,,9
SUCCESS,28,59,8,16 28 37 47 65 67 71 79,16,2,20000,1,79,7,16 28 37 47 65 67 71 79
MISSING_TARGET,27,60,6,17 27 37 41 51 55,17,4,20000,1,85,,17 27 37 41 51 55
SUCCESS,37,61,5,28 37 47 65 67,28,2,20000,1,67,4,28 37 47 65 67
MISSING_TARGET,28,62,6,26 28 37 41 47 50,26,4,20000,1,62,,26 28 37 41 47 50
MISSING_TARGET,18,63,6,14 18 37 47 57 59,14,4,20000,1,76,,14 18 37 47 57 59
MISSING_TARGET,35,64,2,0 35,0,1,20000,1,74,,0 35
SUCCESS,28,65,7,16 28 37 47 50 52 61,16,4,20000,1,61,6,16 28 37 47 50 52 61
MISSING_TARGET,13,66,7,7 13 28 37 47 57 59,7,4,20000,1,81,,7 13 28 37 47 57 59
MISSING_TARGET,35,67,2,22 35,22,1,20000,1,76,,22 35
MISSING_TARGET,35,68,2,27 35,27,1,20000,1,76,,27 35
MISSING_TARGET,13,69,7,7 13 28 37 41 47 50,7,4,20000,1,62,,7 13 28 37 41 47 50
MISSING_TARGET,24,70,4,3 24 27 35,3,1,20000,1,86,,3 24 27 35
SUCCESS,31,71,7,20 31 37 47 57 60 69,20,4,20000,1,69,6,20 31 37 47 57 60 69
MISSING_TARGET,24,72,3,3 24 35,3,1,20000,1,63,,3 24 35
SUCCESS,31,73,7,25 31 37 40 48 57 66,25,5,20000,1,66,6,25 31 37 40 48 57 66
SUCCESS,31,74,6,20 31 37 47 57 70,20,4,20000,1,70,5,20 31 37 47 57 70
SUCCESS,28,75,7,26 28 37 40 48 57 60,26,4,20000,1,60,6,26 28 37 40 48 57 60
MISSING_TARGET,,76,1,17,17,0,20000,1,71,,17
SRC_MISMATCH,29,77,7,29 37 48 57 60 72,21,3,20000,1,72,6,21 29 37 48 57 60 72
