category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SUCCESS,28,0,8,12 28 37 47 57 59 64 67,12,4,18000,1,67,7,12 28 37 47 57 59 64 67
MISSING_TARGET,,1,1,9,9,0,18000,1,60,,9
SUCCESS,23,2,8,6 23 35 40 48 57 59 88,6,5,18000,1,88,7,6 23 35 40 48 57 59 88
INVALID_EDGE,35,3,13,11 35 40 48 57 59 64 65 68 35 35 35 85,11,8,18000,1,68,8,11 35 40 48 57 59 64 65 68 35 35 35 85
MISSING_TARGET,,4,1,21,21,0,18000,1,75,,21
INVALID_EDGE,16,5,10,1 16 28 37 47 57 59 64 67 72,1,4,18000,1,67,8,1 16 28 37 47 57 59 64 67 72
MISSING_TARGET,,6,1,23,23,0,18000,1,74,,23
INVALID_EDGE,25,7,13,19 25 31 37 47 65 67 80 82 87 61 67 85,19,3,18000,1,87,9,19 25 31 37 47 65 67 80 82 87 61 67 85
MISSING_TARGET,,8,1,5,5,0,18000,1,64,,5
SRC_MISMATCH,28,9,9,28 37 47 57 60 64 67 71,26,3,18000,1,71,8,26 28 37 47 57 60 64 67 71
SUCCESS,31,10,6,25 31 37 47 57 70,25,4,18000,1,70,5,25 31 37 47 57 70
MISSING_TARGET,,11,1,17,17,0,18000,1,69,,17
SUCCESS,31,12,9,20 31 37 47 57 59 64 67 71,20,5,18000,1,71,8,20 31 37 47 57 59 64 67 71
SUCCESS,35,13,8,0 35 40 48 50 52 60 69,0,5,18000,1,69,7,0 35 40 48 50 52 60 69
SUCCESS,28,14,5,26 28 37 47 65,26,2,18000,1,65,4,26 28 37 47 65
MISSING_TARGET,13,15,2,2 13,2,0,18000,1,66,,2 13
SUCCESS,28,16,8,26 28 37 47 57 59 64 74,26,4,18000,1,74,7,26 28 37 47 57 59 64 74
INVALID_EDGE,35,17,7,23 35 40 48 57 59 89,23,5,18000,1,89,6,23 35 40 48 57 59 89
INVALID_EDGE,13,18,23,7 13 27 35 40 48 57 59 74 75 77 44 40 63 82 54 41 39 47 51 74 78 82,7,12,18000,1,84,,7 13 27 35 40 48 57 59 74 75 77 44 40 63 82 54 41 39 47 51 74 78 82
SUCCESS,31,19,7,20 31 37 47 65 67 80,20,3,18000,1,80,6,20 31 37 47 65 67 80
INVALID_EDGE,18,20,11,14 18 37 47 57 59 64 67 71 79 51,14,5,18000,1,79,9,14 18 37 47 57 59 64 67 71 79 51
SUCCESS,28,21,6,26 28 37 47 56 61,26,3,18000,1,61,5,26 28 37 47 56 61
SUCCESS,37,22,8,18 37 47 65 67 80 81 85,18,2,18000,1,85,7,18 37 47 65 67 80 81 85
SUCCESS,35,23,6,22 35 40 48 57 70,22,4,18000,1,70,5,22 35 40 48 57 70
SUCCESS,26,24,7,4 26 28 37 47 65 68,4,2,18000,1,68,6,4 26 28 37 47 65 68
SUCCESS,31,25,9,20 31 37 47 56 61 67 80 83,20,4,18000,1,83,8,20 31 37 47 56 61 67 80 83
SUCCESS,37,26,6,28 37 47 65 67 71,28,2,18000,1,71,5,28 37 47 65 67 71
SUCCESS,35,27,7,27 35 40 48 65 67 78,27,3,18000,1,78,6,27 35 40 48 65 67 78
SUCCESS,28,28,8,16 28 37 47 57 59 74 82,16,4,18000,1,82,7,16 28 37 47 57 59 74 82
SUCCESS,35,29,8,29 35 40 48 57 66 67 78,29,4,18000,1,78,7,29 35 40 48 57 66 67 78
INVALID_EDGE,13,30,15,2 13 27 35 40 48 57 59 63 75 89 58 53 79 88,2,7,18000,1,83,,2 13 27 35 40 48 57 59 63 75 89 58 53 79 88
MISSING_TARGET,23,31,2,10 23,10,0,18000,1,78,,10 23
INVALID_EDGE,25,32,7,19 25 31 37 20 31 33,19,4,18000,1,85,,19 25 31 37 20 31 33
SUCCESS,18,33,7,14 18 32 47 57 66 69,14,3,18000,1,69,6,14 18 32 47 57 66 69
SUCCESS,37,34,5,18 37 47 65 68,18,2,18000,1,68,4,18 37 47 65 68
MISSING_TARGET,,35,1,0,0,0,18000,1,75,,0
SUCCESS,35,36,6,24 35 40 48 57 66,24,4,18000,1,66,5,24 35 40 48 57 66
NO_EOS,27,37,32,13 27 35 40 48 50 52 61 64 74 82 81 68 74 56 59 72 80 46 55 60 72 78 69 80 81 33 35 40 53 42 45,13,15,18000,0,83,,13 27 35 40 48 50 52 61 64 74 82 81 68 74 56 59 72 80 46 55 60 72 78 69 80 81 33 35 40 53 42 45
SUCCESS,23,38,8,10 23 37 47 57 60 67 71,10,3,18000,1,71,7,10 23 37 47 57 60 67 71
MISSING_TARGET,,39,1,9,9,0,18000,1,84,,9
MISSING_TARGET,,40,1,19,19,0,18000,1,72,,19
