category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
MISSING_TARGET,28,0,4,12 28 37 40,12,2,2000,1,67,,12 28 37 40
MISSING_TARGET,,1,1,9,9,0,2000,1,60,,9
MISSING_TARGET,23,2,3,6 23 35,6,1,2000,1,88,,6 23 35
SRC_MISMATCH_NO_TARGET,36,3,4,36 40 48,11,3,2000,1,68,,11 36 40 48
MISSING_TARGET,28,4,3,21 28 34,21,1,2000,1,75,,21 28 34
MISSING_TARGET,29,5,3,1 29 36,1,1,2000,1,67,,1 29 36
MISSING_TARGET,35,6,2,23 35,23,1,2000,1,74,,23 35
INVALID_EDGE,42,7,15,19 42 46 52 19 40 42 46 52 19 32 34 42 46 52,19,12,2000,1,87,,19 42 46 52 19 40 42 46 52 19 32 34 42 46 52
MISSING_TARGET,,8,1,5,5,0,2000,1,64,,5
SRC_MISMATCH_NO_TARGET,28,9,4,28 37 40,26,2,2000,1,71,,26 28 37 40
SRC_MISMATCH_NO_TARGET,31,10,4,31 37 40,25,3,2000,1,70,,25 31 37 40
MISSING_TARGET,27,11,3,17 27 35,17,1,2000,1,69,,17 27 35
SRC_MISMATCH_NO_TARGET,31,12,3,31 34,20,2,2000,1,71,,20 31 34
SRC_MISMATCH_NO_TARGET,27,13,3,27 35,0,1,2000,1,69,,0 27 35
SRC_MISMATCH_NO_TARGET,28,14,4,28 37 40,26,2,2000,1,65,,26 28 37 40
MISSING_TARGET,,15,1,2,2,0,2000,1,66,,2
SRC_MISMATCH_NO_TARGET,28,16,3,28 37,26,1,2000,1,74,,26 28 37
MISSING_TARGET,35,17,3,23 35 40,23,2,2000,1,89,,23 35 40
MISSING_TARGET,9,18,2,7 9,7,0,2000,1,84,,7 9
MISSING_TARGET,31,19,2,20 31,20,1,2000,1,80,,20 31
MISSING_TARGET,18,20,3,14 18 36,14,1,2000,1,79,,14 18 36
SRC_MISMATCH_NO_TARGET,28,21,4,28 37 40,26,2,2000,1,61,,26 28 37 40
SRC_MISMATCH,36,22,8,36 41 47 74 75 84 85,18,3,2000,1,85,7,18 36 41 47 74 75 84 85
SRC_MISMATCH_NO_TARGET,35,23,3,35 40,22,2,2000,1,70,,22 35 40
MISSING_TARGET,,24,1,4,4,0,2000,1,68,,4
SRC_MISMATCH_NO_TARGET,31,25,4,31 34 39,20,3,2000,1,83,,20 31 34 39
MISSING_TARGET,37,26,3,28 37 40,28,2,2000,1,71,,28 37 40
SRC_MISMATCH,35,27,10,35 40 48 57 59 64 65 67 78,27,5,2000,1,78,9,27 35 40 48 57 59 64 65 67 78
SUCCESS,36,28,7,16 36 41 61 67 80 82,16,2,2000,1,82,6,16 36 41 61 67 80 82
MISSING_TARGET,35,29,2,29 35,29,1,2000,1,78,,29 35
MISSING_TARGET,27,30,3,2 27 35,2,1,2000,1,83,,2 27 35
MISSING_TARGET,23,31,2,10 23,10,0,2000,1,78,,10 23
MISSING_TARGET,42,32,2,19 42,19,1,2000,1,85,,19 42
SRC_MISMATCH_NO_TARGET,18,33,4,18 36 41,14,2,2000,1,69,,14 18 36 41
MISSING_TARGET,,34,1,18,18,0,2000,1,68,,18
MISSING_TARGET,35,35,3,0 35 40,0,2,2000,1,75,,0 35 40
SRC_MISMATCH_NO_TARGET,27,36,3,27 35,24,1,2000,1,66,,24 27 35
MISSING_TARGET,30,37,2,13 30,13,1,2000,1,83,,13 30
SRC_MISMATCH_NO_TARGET,23,38,3,23 35,10,1,2000,1,71,,10 23 35
MISSING_TARGET,37,39,2,9 37,9,1,2000,1,84,,9 37
MISSING_TARGET,,40,1,19,19,0,2000,1,72,,19
SRC_MISMATCH_NO_TARGET,36,41,3,36 41,11,2,2000,1,61,,11 36 41
MISSING_TARGET,24,42,4,3 24 27 35,3,1,2000,1,82,,3 24 27 35
MISSING_TARGET,42,43,2,4 42,4,1,2000,1,86,,4 42
MISSING_TARGET,36,44,2,16 36,16,1,2000,1,70,,16 36
MISSING_TARGET,24,45,5,12 24 27 35 40,12,2,2000,1,77,,12 24 27 35 40
SUCCESS,36,46,8,16 36 41 47 50 52 80 81,16,5,2000,1,81,7,16 36 41 47 50 52 80 81
MISSING_TARGET,42,47,2,4 42,4,1,2000,1,87,,4 42
SUCCESS,37,48,10,28 37 40 48 57 59 64 65 67 78,28,5,2000,1,78,9,28 37 40 48 57 59 64 65 67 78
MISSING_TARGET,,49,1,21,21,0,2000,1,63,,21
SRC_MISMATCH_NO_TARGET,27,50,3,27 35,24,1,2000,1,64,,24 27 35
INVALID_EDGE,29,51,6,1 29 36 1 29 36,1,2,2000,1,79,,1 29 36 1 29 36
MISSING_TARGET,,52,1,8,8,0,2000,1,60,,8
SRC_MISMATCH_NO_TARGET,36,53,3,36 41,18,2,2000,1,84,,18 36 41
MISSING_TARGET,,54,1,9,9,0,2000,1,67,,9
MISSING_TARGET,35,55,2,23 35,23,1,2000,1,81,,23 35
MISSING_TARGET,23,56,3,6 23 35,6,1,2000,1,78,,6 23 35
SRC_MISMATCH_NO_TARGET,35,57,4,35 40 48,27,3,2000,1,80,,27 35 40 48
MISSING_TARGET,,58,1,9,9,0,2000,1,69,,9
MISSING_TARGET,36,59,6,16 36 41 47 50 52,16,5,2000,1,79,,16 36 41 47 50 52
MISSING_TARGET,27,60,4,17 27 35 40,17,2,2000,1,85,,17 27 35 40
MISSING_TARGET,37,61,3,28 37 40,28,2,2000,1,67,,28 37 40
SRC_MISMATCH_NO_TARGET,28,62,4,28 37 40,26,2,2000,1,62,,26 28 37 40
MISSING_TARGET,18,63,3,14 18 36,14,1,2000,1,76,,14 18 36
MISSING_TARGET,35,64,2,0 35,0,1,2000,1,74,,0 35
MISSING_TARGET,36,65,2,16 36,16,1,2000,1,61,,16 36
MISSING_TARGET,9,66,2,7 9,7,0,2000,1,81,,7 9
SRC_MISMATCH_NO_TARGET,29,67,3,29 36,22,1,2000,1,76,,22 29 36
SRC_MISMATCH_NO_TARGET,28,68,5,28 37 40 48,27,3,2000,1,76,,27 28 37 40 48
MISSING_TARGET,,69,1,7,7,0,2000,1,62,,7
MISSING_TARGET,24,70,4,3 24 27 35,3,1,2000,1,86,,3 24 27 35
SRC_MISMATCH_NO_TARGET,31,71,3,31 34,20,2,2000,1,69,,20 31 34
SRC_MISMATCH_NO_TARGET,24,72,4,24 27 35,3,1,2000,1,63,,3 24 27 35
SRC_MISMATCH_NO_TARGET,31,73,4,31 34 42,25,3,2000,1,66,,25 31 34 42
SRC_MISMATCH_NO_TARGET,31,74,3,31 33,20,2,2000,1,70,,20 31 33
SRC_MISMATCH_NO_TARGET,28,75,4,28 37 40,26,2,2000,1,60,,26 28 37 40
MISSING_TARGET,27,76,3,17 27 35,17,1,2000,1,71,,17 27 35
MISSING_TARGET,,77,1,21,21,0,2000,1,72,,21
MISSING_TARGET,27,78,3,15 27 35,15,1,2000,1,83,,15 27 35
SRC_MISMATCH,35,79,9,35 40 48 57 60 63 66 69,27,4,2000,1,69,8,27 35 40 48 57 60 63 66 69
MISSING_TARGET,32,80,3,5 32 34,5,2,2000,1,72,,5 32 34
SRC_MISMATCH_NO_TARGET,27,81,4,27 35 40,24,2,2000,1,72,,24 27 35 40
SRC_MISMATCH,36,82,6,36 41 47 57 60,11,4,2000,1,60,5,11 36 41 47 57 60
MISSING_TARGET,35,83,2,7 35,7,1,2000,1,66,,7 35
MISSING_TARGET,37,84,3,9 37 41,9,2,2000,1,89,,9 37 41
MISSING_TARGET,,85,1,0,0,0,2000,1,61,,0
MISSING_TARGET,29,86,3,1 29 36,1,1,2000,1,63,,1 29 36
MISSING_TARGET,28,87,4,12 28 37 40,12,2,2000,1,70,,12 28 37 40
SRC_MISMATCH_NO_TARGET,31,88,5,31 37 40 48,25,4,2000,1,64,,25 31 37 40 48
MISSING_TARGET,37,89,3,28 37 48,28,2,2000,1,82,,28 37 48
SRC_MISMATCH_NO_TARGET,31,90,4,31 37 40,25,3,2000,1,72,,25 31 37 40
MISSING_TARGET,,91,1,8,8,0,2000,1,69,,8
MISSING_TARGET,17,92,4,7 17 27 35,7,1,2000,1,83,,7 17 27 35
MISSING_TARGET,18,93,3,10 18 36,10,1,2000,1,85,,10 18 36
MISSING_TARGET,18,94,3,14 18 36,14,1,2000,1,88,,14 18 36
MISSING_TARGET,36,95,2,16 36,16,1,2000,1,85,,16 36
MISSING_TARGET,4,96,2,2 4,2,0,2000,1,76,,2 4
MISSING_TARGET,9,97,2,7 9,7,0,2000,1,80,,7 9
SRC_MISMATCH_NO_TARGET,23,98,3,23 35,10,1,2000,1,60,,10 23 35
MISSING_TARGET,27,99,3,17 27 35,17,1,2000,1,76,,17 27 35
MISSING_TARGET,18,100,3,14 18 36,14,1,2000,1,75,,14 18 36
MISSING_TARGET,36,101,2,16 36,16,1,2000,1,74,,16 36
MISSING_TARGET,24,102,5,8 24 27 28 34,8,1,2000,1,76,,8 24 27 28 34
MISSING_TARGET,35,103,2,29 35,29,1,2000,1,73,,29 35
SRC_MISMATCH_NO_TARGET,35,104,4,35 40 48,23,3,2000,1,72,,23 35 40 48
SRC_MISMATCH_NO_TARGET,23,105,2,23,10,0,2000,1,66,,10 23
