avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_NO_STOP,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_WITH_INVALID_EDGE,stage2_stop_reason_count_STOP_WITH_INVALID_TOKEN,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_NO_STOP,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_WITH_INVALID_EDGE,stage2_stop_reason_rate_STOP_WITH_INVALID_TOKEN,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_after_bridge_rate,stage3_after_bridge_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,task_type,total_pairs,used_stage2_rate,used_stage2_total
28.266666666666666,0.9703703703703703,131,1.1888888888888889,1.0,0.9851851851851852,133,0.9774436090225563,0.9774436090225563,130,130,133,133,0.6846153846153846,89,130,0.5617977528089888,50,89,0.37037037037037035,0.4740740740740741,64,0.007407407407407408,1,0.014814814814814815,2,1.0,1.717557251908397,2.0,131,0.4740740740740741,64,0.9851851851851852,133,0.6962962962962963,94,1.0,135,29,68,0,21,17,0.21481481481481482,0.5037037037037037,0,0.15555555555555556,0.1259259259259259,0.0,0,0.2814814814814815,38,0.6666666666666666,90,0.37037037037037035,50,2000,0.0,0.37037037037037035,50,50,0,0,s1s3,135,0.7851851851851852,106
28.266666666666666,0.9629629629629629,130,1.2608695652173914,1.0,0.9555555555555556,129,0.9844961240310077,0.9844961240310077,127,127,129,129,0.7086614173228346,90,127,0.28888888888888886,26,90,0.19259259259259257,0.4148148148148148,56,0.007407407407407408,1,0.044444444444444446,6,1.0,2.1769230769230767,2.0,130,0.4148148148148148,56,0.9555555555555556,129,0.7185185185185186,97,1.0,135,41,60,2,13,19,0.3037037037037037,0.4444444444444444,0.014814814814814815,0.0962962962962963,0.14074074074074075,0.0,0,0.2518518518518518,34,0.6814814814814815,92,0.1925925925925926,26,4000,2.7755575615628914e-17,0.1925925925925926,26,26,0,0,s1s3,135,0.837037037037037,113
28.266666666666666,0.9851851851851852,133,1.4455445544554455,1.0,0.9481481481481482,128,1.0,1.0,128,128,128,128,0.7578125,97,128,0.15463917525773196,15,97,0.11111111111111112,0.5703703703703704,77,0.007407407407407408,1,0.05185185185185185,7,1.0,1.7669172932330828,1.0,133,0.5703703703703704,77,0.9481481481481482,128,0.762962962962963,103,1.0,135,56,48,2,1,28,0.4148148148148148,0.35555555555555557,0.014814814814814815,0.007407407407407408,0.2074074074074074,0.0,0,0.22962962962962963,31,0.7481481481481481,101,0.1111111111111111,15,6000,-1.3877787807814457e-17,0.1111111111111111,15,15,0,0,s1s3,135,0.9703703703703703,131
28.266666666666666,0.9481481481481482,128,1.40625,1.0,0.9407407407407408,127,1.0,1.0,127,127,127,127,0.7559055118110236,96,127,0.052083333333333336,5,96,0.03703703703703704,0.6370370370370371,86,0.022222222222222223,3,0.05925925925925926,8,1.0,1.4296875,1.0,128,0.6370370370370371,86,0.9407407407407408,127,0.762962962962963,103,1.0,135,72,32,4,5,22,0.5333333333333333,0.23703703703703705,0.02962962962962963,0.037037037037037035,0.16296296296296298,0.0,0,0.22962962962962963,31,0.7111111111111111,96,0.037037037037037035,5,8000,-6.938893903907228e-18,0.037037037037037035,5,5,0,0,s1s3,135,0.9037037037037037,122
28.266666666666666,0.9555555555555556,129,1.1444444444444444,1.0,0.9259259259259259,125,0.992,0.992,124,124,125,125,0.7096774193548387,88,124,0.07954545454545454,7,88,0.05185185185185186,0.4888888888888889,66,0.007407407407407408,1,0.07407407407407407,10,1.0,2.0310077519379846,1.0,129,0.4888888888888889,66,0.9259259259259259,125,0.7111111111111111,96,1.0,135,76,31,3,1,24,0.562962962962963,0.22962962962962963,0.022222222222222223,0.007407407407407408,0.17777777777777778,0.0,0,0.2074074074074074,28,0.6666666666666666,90,0.05185185185185185,7,10000,-6.938893903907228e-18,0.05185185185185185,7,7,0,0,s1s3,135,0.8740740740740741,118
28.266666666666666,0.9259259259259259,125,1.2941176470588236,1.0,0.9037037037037037,122,0.9918032786885246,0.9918032786885246,121,121,122,122,0.6859504132231405,83,121,0.0,0,83,0.0,0.562962962962963,76,0.022222222222222223,3,0.0962962962962963,13,1.0,1.744,1.0,125,0.5703703703703704,77,0.9037037037037037,122,0.7037037037037037,95,1.0,135,81,18,3,2,31,0.6,0.13333333333333333,0.022222222222222223,0.014814814814814815,0.22962962962962963,0.0,0,0.26666666666666666,36,0.6296296296296297,85,0.0,0,12000,0.0,0.0,0,0,0,0,s1s3,135,0.8814814814814815,119
28.266666666666666,0.8740740740740741,118,1.1927710843373494,1.0,0.8666666666666667,117,0.9829059829059829,0.9829059829059829,115,115,117,117,0.7217391304347827,83,115,0.0,0,83,0.0,0.4962962962962963,67,0.022222222222222223,3,0.13333333333333333,18,1.0,1.8728813559322033,1.0,118,0.4962962962962963,67,0.8666666666666667,117,0.7407407407407407,100,1.0,135,91,14,1,2,27,0.674074074074074,0.1037037037037037,0.007407407407407408,0.014814814814814815,0.2,0.0,0,0.2222222222222222,30,0.6148148148148148,83,0.0,0,14000,0.0,0.0,0,0,0,0,s1s3,135,0.8074074074074075,109
28.266666666666666,0.8962962962962963,121,1.1481481481481481,1.0,0.8888888888888888,120,0.9833333333333333,0.9833333333333333,118,118,120,120,0.6864406779661016,81,118,0.0,0,81,0.0,0.5185185185185185,70,0.022222222222222223,3,0.1111111111111111,15,1.0,1.884297520661157,1.0,121,0.5185185185185185,70,0.8888888888888888,120,0.7037037037037037,95,1.0,135,81,17,6,0,31,0.6,0.1259259259259259,0.044444444444444446,0,0.22962962962962963,0.0,0,0.2740740740740741,37,0.6,81,0.0,0,16000,0.0,0.0,0,0,0,0,s1s3,135,0.8740740740740741,118
28.266666666666666,0.8962962962962963,121,1.4470588235294117,1.0,0.8888888888888888,120,0.9916666666666667,0.9916666666666667,119,119,120,120,0.7142857142857143,85,119,0.0,0,85,0.0,0.5407407407407407,73,0.022222222222222223,3,0.1111111111111111,15,1.0,1.834710743801653,1.0,121,0.5407407407407407,73,0.8888888888888888,120,0.7333333333333333,99,1.0,135,98,7,1,2,27,0.725925925925926,0.05185185185185185,0.007407407407407408,0.014814814814814815,0.2,0.0,0,0.2222222222222222,30,0.6296296296296297,85,0.0,0,18000,0.0,0.0,0,0,0,0,s1s3,135,0.8296296296296296,112
28.266666666666666,0.9407407407407408,127,1.5176470588235293,1.0,0.8888888888888888,120,0.9916666666666667,0.9916666666666667,119,119,120,120,0.6638655462184874,79,119,0.02531645569620253,2,79,0.014814814814814814,0.5555555555555556,75,0.022222222222222223,3,0.1111111111111111,15,1.0,1.968503937007874,1.0,127,0.5777777777777777,78,0.8888888888888888,120,0.6962962962962963,94,1.0,135,69,27,6,3,30,0.5111111111111111,0.2,0.044444444444444446,0.022222222222222223,0.2222222222222222,0.0,0,0.28888888888888886,39,0.6296296296296297,85,0.014814814814814815,2,20000,1.734723475976807e-18,0.014814814814814815,2,2,0,0,s1s3,135,0.9037037037037037,122
