avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_INVALID_TOKEN,count_MISSING_TARGET,count_NO_EOS,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_INVALID_TOKEN,rate_MISSING_TARGET,rate_NO_EOS,rate_OVER_SHOOT,rate_SUCCESS,step
7.751111111111111,1.951111111111111,62,4,161,54,26,143,450,0.13777777777777778,0.008888888888888889,0.35777777777777775,0.12,0.057777777777777775,0.31777777777777777,2000
12.837777777777777,1.7444444444444445,31,0,174,136,22,87,450,0.06888888888888889,0,0.38666666666666666,0.3022222222222222,0.04888888888888889,0.19333333333333333,4000
14.553333333333333,1.7022222222222223,27,0,173,166,32,52,450,0.06,0,0.3844444444444444,0.3688888888888889,0.07111111111111111,0.11555555555555555,6000
16.40222222222222,1.8,18,0,171,192,30,39,450,0.04,0,0.38,0.4266666666666667,0.06666666666666667,0.08666666666666667,8000
18.784444444444443,1.5355555555555556,5,0,168,227,40,10,450,0.011111111111111112,0,0.37333333333333335,0.5044444444444445,0.08888888888888889,0.022222222222222223,10000
17.184444444444445,1.731111111111111,21,0,167,200,41,21,450,0.04666666666666667,0,0.3711111111111111,0.4444444444444444,0.09111111111111111,0.04666666666666667,12000
17.013333333333332,1.6533333333333333,22,0,166,195,53,14,450,0.04888888888888889,0,0.3688888888888889,0.43333333333333335,0.11777777777777777,0.03111111111111111,14000
17.99111111111111,1.9022222222222223,14,0,164,211,52,9,450,0.03111111111111111,0,0.36444444444444446,0.4688888888888889,0.11555555555555555,0.02,16000
14.482222222222223,1.8577777777777778,39,0,166,154,79,12,450,0.08666666666666667,0,0.3688888888888889,0.3422222222222222,0.17555555555555555,0.02666666666666667,18000
15.162222222222223,1.6577777777777778,27,0,160,161,96,6,450,0.06,0,0.35555555555555557,0.35777777777777775,0.21333333333333335,0.013333333333333334,20000
