category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SRC_MISMATCH,24,0,6,24 35 58 60 67,12,2,2000,1,67,5,12 24 35 58 60 67
SRC_MISMATCH,29,1,5,29 35 55 60,9,2,2000,1,60,4,9 29 35 55 60
SRC_MISMATCH_NO_TARGET,24,2,6,24 35 40 45 53,6,4,2000,1,88,,6 24 35 40 45 53
SRC_MISMATCH,24,3,4,24 35 68,11,1,2000,1,68,3,11 24 35 68
SRC_MISMATCH,24,4,4,24 35 75,21,1,2000,1,75,3,21 24 35 75
SRC_MISMATCH,24,5,5,24 36 65 67,1,1,2000,1,67,4,1 24 36 65 67
SRC_MISMATCH,35,6,4,35 68 74,23,1,2000,1,74,3,23 35 68 74
SRC_MISMATCH,40,7,5,40 43 82 87,19,2,2000,1,87,4,19 40 43 82 87
SRC_MISMATCH,13,8,9,13 30 32 40 48 57 60 64,5,5,2000,1,64,8,5 13 30 32 40 48 57 60 64
SRC_MISMATCH,28,9,6,28 34 66 67 71,26,1,2000,1,71,5,26 28 34 66 67 71
SRC_MISMATCH,40,10,4,40 43 70,25,2,2000,1,70,3,25 40 43 70
SRC_MISMATCH,19,11,7,19 26 28 34 66 69,17,1,2000,1,69,6,17 19 26 28 34 66 69
SRC_MISMATCH,40,12,5,40 66 67 71,20,1,2000,1,71,4,20 40 66 67 71
SRC_MISMATCH,24,13,6,24 35 40 43 69,0,3,2000,1,69,5,0 24 35 40 43 69
SRC_MISMATCH,28,14,4,28 48 65,26,1,2000,1,65,3,26 28 48 65
SRC_MISMATCH,24,15,5,24 35 40 66,2,2,2000,1,66,4,2 24 35 40 66
SRC_MISMATCH,28,16,5,28 48 65 74,26,1,2000,1,74,4,26 28 48 65 74
SRC_MISMATCH,24,17,5,24 43 82 89,23,1,2000,1,89,4,23 24 43 82 89
SRC_MISMATCH_NO_TARGET,45,18,2,45,7,1,2000,1,84,,7 45
SRC_MISMATCH_INVALID_EDGE,76,19,3,76 80,20,0,2000,1,80,2,20 76 80
SRC_MISMATCH_INVALID_EDGE,60,20,6,60 64 67 78 79,14,0,2000,1,79,5,14 60 64 67 78 79
SRC_MISMATCH,28,21,5,28 38 58 61,26,2,2000,1,61,4,26 28 38 58 61
SRC_MISMATCH_NO_TARGET,37,22,5,37 40 48 74,18,3,2000,1,85,,18 37 40 48 74
SRC_MISMATCH,29,23,6,29 35 40 43 70,22,3,2000,1,70,5,22 29 35 40 43 70
SRC_MISMATCH,42,24,3,42 68,4,1,2000,1,68,2,4 42 68
SRC_MISMATCH_INVALID_EDGE,76,25,4,76 80 83,20,0,2000,1,83,3,20 76 80 83
SRC_MISMATCH,34,26,5,34 66 67 71,28,1,2000,1,71,4,28 34 66 67 71
SRC_MISMATCH_INVALID_EDGE,28,27,3,28 78,27,0,2000,1,78,2,27 28 78
SRC_MISMATCH,43,28,3,43 82,16,1,2000,1,82,2,16 43 82
SRC_MISMATCH,35,29,7,35 58 60 64 67 78,29,2,2000,1,78,6,29 35 58 60 64 67 78
SRC_MISMATCH_INVALID_EDGE,76,30,4,76 80 83,2,0,2000,1,83,3,2 76 80 83
SRC_MISMATCH,43,31,5,43 61 67 78,10,1,2000,1,78,4,10 43 61 67 78
SRC_MISMATCH_NO_TARGET,40,32,3,40 43,19,2,2000,1,85,,19 40 43
SRC_MISMATCH,43,33,3,43 69,14,1,2000,1,69,2,14 43 69
SRC_MISMATCH,42,34,3,42 68,18,1,2000,1,68,2,18 42 68
SRC_MISMATCH_INVALID_EDGE,24,35,6,24 35 75 35 75,0,2,2000,1,75,3,0 24 35 75 35 75
SRC_MISMATCH,34,36,3,34 66,24,1,2000,1,66,2,24 34 66
SRC_MISMATCH_INVALID_EDGE,26,37,6,26 28 78 80 83,13,0,2000,1,83,5,13 26 28 78 80 83
SRC_MISMATCH,33,38,5,33 66 67 71,10,1,2000,1,71,4,10 33 66 67 71
SRC_MISMATCH_NO_TARGET,29,39,5,29 35 40 43,9,3,2000,1,84,,9 29 35 40 43
SRC_MISMATCH,40,40,4,40 66 72,19,1,2000,1,72,3,19 40 66 72
SRC_MISMATCH_NO_TARGET,17,41,8,17 19 26 28 34 42 54,11,3,2000,1,61,,11 17 19 26 28 34 42 54
SRC_MISMATCH,43,42,3,43 82,3,1,2000,1,82,2,3 43 82
SRC_MISMATCH,45,43,3,45 86,4,1,2000,1,86,2,4 45 86
SRC_MISMATCH,28,44,4,28 48 70,16,1,2000,1,70,3,16 28 48 70
SRC_MISMATCH_NO_TARGET,24,45,6,24 35 40 48 57,12,4,2000,1,77,,12 24 35 40 48 57
SRC_MISMATCH,40,46,6,40 43 68 76 81,16,2,2000,1,81,5,16 40 43 68 76 81
SRC_MISMATCH,45,47,4,45 81 87,4,1,2000,1,87,3,4 45 81 87
SRC_MISMATCH_INVALID_EDGE,78,48,2,78,28,0,2000,1,78,1,28 78
SRC_MISMATCH,29,49,6,29 36 52 60 63,21,2,2000,1,63,5,21 29 36 52 60 63
SRC_MISMATCH,35,50,7,35 40 48 57 60 64,24,4,2000,1,64,6,24 35 40 48 57 60 64
SRC_MISMATCH,30,51,3,30 79,1,1,2000,1,79,2,1 30 79
SRC_MISMATCH,29,52,5,29 36 52 60,8,2,2000,1,60,4,8 29 36 52 60
SRC_MISMATCH_NO_TARGET,37,53,5,37 40 48 74,18,3,2000,1,84,,18 37 40 48 74
SRC_MISMATCH,29,54,6,29 35 58 60 67,9,2,2000,1,67,5,9 29 35 58 60 67
SRC_MISMATCH,24,55,6,24 27 46 80 81,23,1,2000,1,81,5,23 24 27 46 80 81
SRC_MISMATCH,24,56,7,24 35 58 60 72 78,6,2,2000,1,78,6,6 24 35 58 60 72 78
SRC_MISMATCH,37,57,5,37 69 76 80,27,1,2000,1,80,4,27 37 69 76 80
SRC_MISMATCH,29,58,6,29 35 40 43 69,9,3,2000,1,69,5,9 29 35 40 43 69
SRC_MISMATCH,36,59,3,36 79,16,1,2000,1,79,2,16 36 79
SRC_MISMATCH_NO_TARGET,27,60,3,27 48,17,1,2000,1,85,,17 27 48
SRC_MISMATCH,48,61,5,48 57 60 67,28,2,2000,1,67,4,28 48 57 60 67
SRC_MISMATCH,28,62,5,28 34 56 62,26,2,2000,1,62,4,26 28 34 56 62
SRC_MISMATCH,43,63,4,43 68 76,14,1,2000,1,76,3,14 43 68 76
SRC_MISMATCH,24,64,5,24 35 68 74,0,1,2000,1,74,4,0 24 35 68 74
SRC_MISMATCH,34,65,4,34 56 61,16,2,2000,1,61,3,16 34 56 61
SRC_MISMATCH,45,66,3,45 81,7,1,2000,1,81,2,7 45 81
SRC_MISMATCH,29,67,5,29 43 68 76,22,1,2000,1,76,4,22 29 43 68 76
SRC_MISMATCH,46,68,6,46 47 65 68 76,27,2,2000,1,76,5,27 46 47 65 68 76
SRC_MISMATCH,14,69,7,14 18 42 53 56 62,7,3,2000,1,62,6,7 14 18 42 53 56 62
SRC_MISMATCH,45,70,3,45 86,3,1,2000,1,86,2,3 45 86
SRC_MISMATCH,43,71,3,43 69,20,1,2000,1,69,2,20 43 69
SRC_MISMATCH,24,72,9,24 35 40 43 54 58 60 63,3,5,2000,1,63,8,3 24 35 40 43 54 58 60 63
SRC_MISMATCH,33,73,5,33 48 57 66,25,3,2000,1,66,4,25 33 48 57 66
SRC_MISMATCH,40,74,4,40 43 70,20,2,2000,1,70,3,20 40 43 70
SRC_MISMATCH,28,75,5,28 38 58 60,26,2,2000,1,60,4,26 28 38 58 60
SRC_MISMATCH,18,76,7,18 53 57 60 67 71,17,2,2000,1,71,6,17 18 53 57 60 67 71
SRC_MISMATCH,29,77,6,29 35 58 60 72,21,2,2000,1,72,5,21 29 35 58 60 72
SRC_MISMATCH,43,78,3,43 83,15,1,2000,1,83,2,15 43 83
SRC_MISMATCH,28,79,5,28 38 43 69,27,2,2000,1,69,4,27 28 38 43 69
SRC_MISMATCH,29,80,6,29 35 58 60 72,5,2,2000,1,72,5,5 29 35 58 60 72
SRC_MISMATCH,35,81,5,35 58 60 72,24,2,2000,1,72,4,24 35 58 60 72
SRC_MISMATCH,17,82,6,17 29 36 52 60,11,2,2000,1,60,5,11 17 29 36 52 60
SRC_MISMATCH,45,83,3,45 66,7,1,2000,1,66,2,7 45 66
SRC_MISMATCH,33,84,5,33 51 82 89,9,2,2000,1,89,4,9 33 51 82 89
SRC_MISMATCH_NO_TARGET,17,85,8,17 19 26 28 34 42 54,0,3,2000,1,61,,0 17 19 26 28 34 42 54
SRC_MISMATCH,24,86,6,24 36 52 60 63,1,2,2000,1,63,5,1 24 36 52 60 63
SRC_MISMATCH,24,87,6,24 35 40 43 70,12,3,2000,1,70,5,12 24 35 40 43 70
SRC_MISMATCH,40,88,5,40 48 57 64,25,3,2000,1,64,4,25 40 48 57 64
