category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SRC_MISMATCH_INVALID_EDGE,50,0,4,50 65 71,12,1,18000,1,67,,12 50 65 71
SRC_MISMATCH_INVALID_EDGE,29,1,8,29 35 55 60 45 58 60,9,4,18000,1,60,4,9 29 35 55 60 45 58 60
SRC_MISMATCH_INVALID_EDGE,24,2,16,24 37 40 44 61 40 45 49 50 66 66 69 63 66 69,6,7,18000,1,88,,6 24 37 40 44 61 40 45 49 50 66 66 69 63 66 69
SRC_MISMATCH_INVALID_EDGE,43,3,7,43 68 86 66 68 78,11,1,18000,1,68,2,11 43 68 86 66 68 78
SRC_MISMATCH_INVALID_EDGE,57,4,13,57 75 24 48 65 74 75 31 37 42 59 72,21,6,18000,1,75,2,21 57 75 24 48 65 74 75 31 37 42 59 72
SRC_MISMATCH_NO_TARGET,15,5,7,15 22 35 57 64 65,1,2,18000,1,67,,1 15 22 35 57 64 65
SRC_MISMATCH_INVALID_EDGE,35,6,11,35 51 49 74 31 41 52 61 64 74,23,6,18000,1,74,4,23 35 51 49 74 31 41 52 61 64 74
STOP_BEFORE_START,,7,0,,19,0,18000,1,87,,19
SRC_MISMATCH_INVALID_EDGE,7,8,33,7 13 51 32 34 39 47 50 52 61 64 59 64 47 56 59 64 65 47 56 59 64 65 68 35 46 47 50 52 61 64 65,5,19,18000,0,64,11,5 7 13 51 32 34 39 47 50 52 61 64 59 64 47 56 59 64 65 47 56 59 64 65 68 35 46 47 50 52 61 64 65
SRC_MISMATCH_INVALID_EDGE,75,9,5,75 60 71 75,26,0,18000,1,71,3,26 75 60 71 75
SRC_MISMATCH,31,10,8,31 34 46 47 56 57 70,25,6,18000,1,70,7,25 31 34 46 47 56 57 70
SRC_MISMATCH,27,11,6,27 37 57 66 69,17,2,18000,1,69,5,17 27 37 57 66 69
SRC_MISMATCH_INVALID_EDGE,31,12,11,31 37 56 62 53 57 59 66 71 77,20,6,18000,1,71,9,20 31 37 56 62 53 57 59 66 71 77
SRC_MISMATCH_INVALID_EDGE,58,13,3,58 69,0,1,18000,1,69,2,0 58 69
SRC_MISMATCH,48,14,3,48 65,26,1,18000,1,65,2,26 48 65
SRC_MISMATCH_NO_TARGET,13,15,10,13 19 40 45 52 60 63 75 77,2,3,18000,1,66,,2 13 19 40 45 52 60 63 75 77
SRC_MISMATCH,48,16,4,48 63 74,26,1,18000,1,74,3,26 48 63 74
SRC_MISMATCH_INVALID_EDGE,26,17,4,26 80 89,23,0,18000,1,89,3,23 26 80 89
SRC_MISMATCH_INVALID_EDGE,27,18,3,27 46,7,1,18000,1,84,,7 27 46
SRC_MISMATCH,37,19,6,37 72 78 80 82,20,1,18000,1,80,4,20 37 72 78 80 82
SRC_MISMATCH_INVALID_EDGE,36,20,33,36 40 45 70 27 28 37 40 45 56 79 36 41 46 47 50 66 67 78 79 34 42 45 49 50 52 60 63 66 72 78 79,14,18,18000,0,79,11,14 36 40 45 70 27 28 37 40 45 56 79 36 41 46 47 50 66 67 78 79 34 42 45 49 50 52 60 63 66 72 78 79
SRC_MISMATCH_INVALID_EDGE,34,21,6,34 46 58 52 61,26,4,18000,1,61,5,26 34 46 58 52 61
SRC_MISMATCH_INVALID_EDGE,42,22,9,42 59 78 49 73 82 79 88,18,3,18000,1,85,,18 42 59 78 49 73 82 79 88
SRC_MISMATCH,45,23,3,45 70,22,1,18000,1,70,2,22 45 70
SRC_MISMATCH,8,24,10,8 15 43 47 56 57 64 65 68,4,4,18000,1,68,9,4 8 15 43 47 56 57 64 65 68
SRC_MISMATCH_INVALID_EDGE,58,25,8,58 27 58 69 79 58 73,20,3,18000,1,83,,20 58 27 58 69 79 58 73
SRC_MISMATCH_INVALID_EDGE,65,26,2,65,28,0,18000,1,71,,28 65
SRC_MISMATCH_INVALID_EDGE,28,27,4,28 78 80,27,0,18000,1,78,2,27 28 78 80
SRC_MISMATCH_INVALID_EDGE,40,28,4,40 48 86,16,2,18000,1,82,,16 40 48 86
SRC_MISMATCH_INVALID_EDGE,55,29,4,55 67 71,29,1,18000,1,78,,29 55 67 71
SRC_MISMATCH_INVALID_EDGE,50,30,10,50 52 80 83 13 6 13 26 54,2,3,18000,1,83,4,2 50 52 80 83 13 6 13 26 54
SRC_MISMATCH_INVALID_EDGE,26,31,4,26 39 82,10,1,18000,1,78,,10 26 39 82
SRC_MISMATCH_NO_TARGET,44,32,3,44 72,19,1,18000,1,85,,19 44 72
SRC_MISMATCH_INVALID_EDGE,38,33,8,38 39 58 73 75 66 69,14,3,18000,1,69,7,14 38 39 58 73 75 66 69
SRC_MISMATCH_INVALID_EDGE,24,34,7,24 28 74 32 66 74,18,1,18000,1,68,,18 24 28 74 32 66 74
SRC_MISMATCH_INVALID_EDGE,13,35,33,13 36 43 61 64 74 65 74 28 38 39 61 9 16 26 28 39 58 74 83 72 52 60 72 74 83 60 72 74 83 72 80,0,7,18000,0,75,,0 13 36 43 61 64 74 65 74 28 38 39 61 9 16 26 28 39 58 74 83 72 52 60 72 74 83 60 72 74 83 72 80
SRC_MISMATCH_NO_TARGET,27,36,4,27 28 48,24,1,18000,1,66,,24 27 28 48
SRC_MISMATCH,26,37,8,26 47 50 66 67 80 83,13,2,18000,1,83,7,13 26 47 50 66 67 80 83
SRC_MISMATCH_INVALID_EDGE,38,38,4,38 66 71,10,1,18000,1,71,3,10 38 66 71
SRC_MISMATCH_INVALID_EDGE,68,39,7,68 74 75 84 58 67,9,1,18000,1,84,4,9 68 74 75 84 58 67
