category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SRC_MISMATCH,24,0,7,24 27 28 37 58 67,12,2,6000,1,67,6,12 24 27 28 37 58 67
SRC_MISMATCH,29,1,4,29 36 60,9,1,6000,1,60,3,9 29 36 60
SRC_MISMATCH_NO_TARGET,24,2,8,24 27 35 40 45 53 57,6,5,6000,1,88,,6 24 27 35 40 45 53 57
SRC_MISMATCH,24,3,4,24 35 68,11,1,6000,1,68,3,11 24 35 68
SRC_MISMATCH,24,4,4,24 35 75,21,1,6000,1,75,3,21 24 35 75
SRC_MISMATCH,24,5,7,24 27 28 37 58 67,1,2,6000,1,67,6,1 24 27 28 37 58 67
SRC_MISMATCH,24,6,5,24 35 68 74,23,1,6000,1,74,4,23 24 35 68 74
SRC_MISMATCH,32,7,6,32 58 80 81 87,19,2,6000,1,87,5,19 32 58 80 81 87
SRC_MISMATCH_NO_TARGET,7,8,7,7 17 27 35 57 59,5,3,6000,1,64,,5 7 17 27 35 57 59
SRC_MISMATCH,28,9,4,28 37 71,26,1,6000,1,71,3,26 28 37 71
SRC_MISMATCH,31,10,3,31 70,25,1,6000,1,70,2,25 31 70
SRC_MISMATCH,27,11,7,27 28 37 57 60 69,17,2,6000,1,69,6,17 27 28 37 57 60 69
SRC_MISMATCH_INVALID_EDGE,66,12,4,66 67 71,20,0,6000,1,71,3,20 66 67 71
SRC_MISMATCH,24,13,10,24 27 28 37 57 60 63 66 69,0,2,6000,1,69,9,0 24 27 28 37 57 60 63 66 69
SRC_MISMATCH,41,14,4,41 51 65,26,2,6000,1,65,3,26 41 51 65
SRC_MISMATCH,24,15,7,24 27 28 37 57 66,2,2,6000,1,66,6,2 24 27 28 37 57 66
SRC_MISMATCH,41,16,3,41 74,26,1,6000,1,74,2,26 41 74
SRC_MISMATCH,24,17,5,24 43 82 89,23,1,6000,1,89,4,23 24 43 82 89
SRC_MISMATCH,45,18,5,45 52 75 84,7,2,6000,1,84,4,7 45 52 75 84
SRC_MISMATCH_INVALID_EDGE,76,19,3,76 80,20,0,6000,1,80,2,20 76 80
SRC_MISMATCH,34,20,5,34 56 78 79,14,2,6000,1,79,4,14 34 56 78 79
SRC_MISMATCH,28,21,5,28 37 58 61,26,2,6000,1,61,4,26 28 37 58 61
SRC_MISMATCH_NO_TARGET,37,22,5,37 40 42 59,18,4,6000,1,85,,18 37 40 42 59
SRC_MISMATCH,35,23,7,35 40 44 53 57 70,22,5,6000,1,70,6,22 35 40 44 53 57 70
SRC_MISMATCH,19,24,8,19 25 28 38 56 65 68,4,2,6000,1,68,7,4 19 25 28 38 56 65 68
SRC_MISMATCH_INVALID_EDGE,76,25,4,76 80 83,20,0,6000,1,83,3,20 76 80 83
SRC_MISMATCH,37,26,3,37 71,28,1,6000,1,71,2,28 37 71
SRC_MISMATCH_INVALID_EDGE,28,27,3,28 78,27,0,6000,1,78,2,27 28 78
SRC_MISMATCH,43,28,3,43 82,16,1,6000,1,82,2,16 43 82
