category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SRC_MISMATCH_NO_TARGET,24,0,4,24 27 35,12,1,10000,1,67,,12 24 27 35
SRC_MISMATCH_NO_TARGET,16,1,5,16 20 31 33,9,2,10000,1,60,,9 16 20 31 33
SRC_MISMATCH_NO_TARGET,7,2,4,7 45 53,6,2,10000,1,88,,6 7 45 53
SRC_MISMATCH_INVALID_EDGE,43,3,8,43 54 58 11 43 54 58,11,6,10000,1,68,,11 43 54 58 11 43 54 58
SRC_MISMATCH,24,4,7,24 42 46 68 74 75,21,2,10000,1,75,6,21 24 42 46 68 74 75
SRC_MISMATCH_NO_TARGET,17,5,4,17 27 35,1,1,10000,1,67,,1 17 27 35
SRC_MISMATCH_NO_TARGET,24,6,3,24 34,23,1,10000,1,74,,23 24 34
SRC_MISMATCH_NO_TARGET,26,7,4,26 28 34,19,1,10000,1,87,,19 26 28 34
SRC_MISMATCH_NO_TARGET,13,8,3,13 30,5,1,10000,1,64,,5 13 30
SRC_MISMATCH_NO_TARGET,28,9,4,28 34 42,26,2,10000,1,71,,26 28 34 42
SRC_MISMATCH,26,10,6,26 28 53 57 70,25,2,10000,1,70,5,25 26 28 53 57 70
SRC_MISMATCH_NO_TARGET,19,11,4,19 26 39,17,1,10000,1,69,,17 19 26 39
SRC_MISMATCH_NO_TARGET,31,12,2,31,20,1,10000,1,71,,20 31
SRC_MISMATCH_NO_TARGET,35,13,4,35 40 48,0,3,10000,1,69,,0 35 40 48
SRC_MISMATCH_NO_TARGET,28,14,6,28 34 39 43 47,26,4,10000,1,65,,26 28 34 39 43 47
SRC_MISMATCH,32,15,4,32 34 66,2,2,10000,1,66,3,2 32 34 66
SRC_MISMATCH_NO_TARGET,28,16,3,28 53,26,1,10000,1,74,,26 28 53
SRC_MISMATCH_NO_TARGET,25,17,3,25 31,23,1,10000,1,89,,23 25 31
SRC_MISMATCH_INVALID_EDGE,36,18,8,36 40 7 17 18 36 40,7,4,10000,1,84,,7 36 40 7 17 18 36 40
SRC_MISMATCH_NO_TARGET,26,19,4,26 28 53,20,1,10000,1,80,,20 26 28 53
SRC_MISMATCH_NO_TARGET,24,20,6,24 35 40 45 53,14,4,10000,1,79,,14 24 35 40 45 53
SRC_MISMATCH_NO_TARGET,28,21,4,28 34 42,26,2,10000,1,61,,26 28 34 42
SRC_MISMATCH_NO_TARGET,37,22,7,37 41 51 71 75 84,18,3,10000,1,85,,18 37 41 51 71 75 84
SRC_MISMATCH,29,23,9,29 35 40 44 53 56 57 70,22,6,10000,1,70,8,22 29 35 40 44 53 56 57 70
SRC_MISMATCH,11,24,8,11 36 41 59 64 65 68,4,3,10000,1,68,7,4 11 36 41 59 64 65 68
SRC_MISMATCH_NO_TARGET,26,25,4,26 28 53,20,1,10000,1,83,,20 26 28 53
SRC_MISMATCH,34,26,8,34 42 45 49 62 66 71,28,4,10000,1,71,7,28 34 42 45 49 62 66 71
SRC_MISMATCH_NO_TARGET,35,27,4,35 51 55,27,3,10000,1,78,,27 35 51 55
SRC_MISMATCH_INVALID_EDGE,64,28,7,64 65 67 78 80 82,16,0,10000,1,82,6,16 64 65 67 78 80 82
SRC_MISMATCH_NO_TARGET,35,29,4,35 40 42,29,3,10000,1,78,,29 35 40 42
SRC_MISMATCH_NO_TARGET,24,30,5,24 40 45 53,2,3,10000,1,83,,2 24 40 45 53
SRC_MISMATCH_NO_TARGET,15,31,4,15 29 36,10,1,10000,1,78,,10 15 29 36
SRC_MISMATCH_NO_TARGET,26,32,6,26 28 38 51 55,19,3,10000,1,85,,19 26 28 38 51 55
SRC_MISMATCH_NO_TARGET,24,33,5,24 35 40 45,14,3,10000,1,69,,14 24 35 40 45
SRC_MISMATCH,42,34,7,42 45 53 56 57 68,18,5,10000,1,68,6,18 42 45 53 56 57 68
SRC_MISMATCH_NO_TARGET,24,35,5,24 35 40 48,0,3,10000,1,75,,0 24 35 40 48
SRC_MISMATCH,35,36,9,35 40 45 49 52 60 63 66,24,5,10000,1,66,8,24 35 40 45 49 52 60 63 66
SRC_MISMATCH,31,37,8,31 33 48 57 59 74 83,13,5,10000,1,83,7,13 31 33 48 57 59 74 83
SRC_MISMATCH_NO_TARGET,15,38,6,15 29 37 40 42,10,3,10000,1,71,,10 15 29 37 40 42
SRC_MISMATCH_NO_TARGET,22,39,4,22 29 36,9,1,10000,1,84,,9 22 29 36
SRC_MISMATCH_NO_TARGET,26,40,6,26 28 37 41 51,19,3,10000,1,72,,19 26 28 37 41 51
SRC_MISMATCH_INVALID_EDGE,72,41,2,72,11,0,10000,1,61,,11 72
SRC_MISMATCH_NO_TARGET,5,42,5,5 29 36 41,3,2,10000,1,82,,3 5 29 36 41
SRC_MISMATCH_NO_TARGET,11,43,6,11 17 19 25 31,4,1,10000,1,86,,4 11 17 19 25 31
SRC_MISMATCH_NO_TARGET,30,44,3,30 32,16,2,10000,1,70,,16 30 32
SRC_MISMATCH_NO_TARGET,24,45,6,24 34 42 45 53,12,4,10000,1,77,,12 24 34 42 45 53
SRC_MISMATCH_NO_TARGET,26,46,6,26 28 38 51 55,16,3,10000,1,81,,16 26 28 38 51 55
SRC_MISMATCH_INVALID_EDGE,11,47,3,11 83,4,0,10000,1,87,,4 11 83
SRC_MISMATCH_NO_TARGET,34,48,3,34 42,28,2,10000,1,78,,28 34 42
SRC_MISMATCH_NO_TARGET,29,49,4,29 36 41,21,2,10000,1,63,,21 29 36 41
SRC_MISMATCH_NO_TARGET,35,50,4,35 40 42,24,3,10000,1,64,,24 35 40 42
INVALID_EDGE,58,51,7,1 58 1 17 42 54 58,1,4,10000,1,79,,1 58 1 17 42 54 58
SRC_MISMATCH,29,52,7,29 43 47 56 57 60,8,4,10000,1,60,6,8 29 43 47 56 57 60
SRC_MISMATCH_NO_TARGET,37,53,3,37 41,18,2,10000,1,84,,18 37 41
SRC_MISMATCH,16,54,8,16 43 47 50 52 61 67,9,4,10000,1,67,7,9 16 43 47 50 52 61 67
SRC_MISMATCH_NO_TARGET,29,55,8,29 36 41 52 60 69 76,23,3,10000,1,81,,23 29 36 41 52 60 69 76
SRC_MISMATCH_NO_TARGET,16,56,4,16 28 53,6,1,10000,1,78,,6 16 28 53
SRC_MISMATCH,35,57,6,35 51 69 76 80,27,2,10000,1,80,5,27 35 51 69 76 80
SRC_MISMATCH_NO_TARGET,13,58,4,13 27 35,9,1,10000,1,69,,9 13 27 35
SRC_MISMATCH_INVALID_EDGE,28,59,7,28 38 16 26 28 38,16,2,10000,1,79,,16 28 38 16 26 28 38
SRC_MISMATCH,40,60,10,40 42 45 49 52 61 75 84 85,17,5,10000,1,85,9,17 40 42 45 49 52 61 75 84 85
SRC_MISMATCH,37,61,5,37 48 65 67,28,2,10000,1,67,4,28 37 48 65 67
SRC_MISMATCH,28,62,8,28 34 42 45 49 50 62,26,5,10000,1,62,7,26 28 34 42 45 49 50 62
