category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SRC_MISMATCH_NO_TARGET,29,0,7,29 35 40 48 50 52,12,5,5000,1,67,,12 29 35 40 48 50 52
SRC_MISMATCH_NO_TARGET,13,1,3,13 30,9,1,5000,1,60,,9 13 30
SRC_MISMATCH_NO_TARGET,7,2,5,7 9 29 35,6,1,5000,1,88,,6 7 9 29 35
SRC_MISMATCH_NO_TARGET,30,3,4,30 32 38,11,3,5000,1,68,,11 30 32 38
SRC_MISMATCH_NO_TARGET,24,4,6,24 35 40 48 57,21,4,5000,1,75,,21 24 35 40 48 57
SRC_MISMATCH_NO_TARGET,17,5,4,17 27 35,1,1,5000,1,67,,1 17 27 35
SRC_MISMATCH_NO_TARGET,25,6,3,25 31,23,1,5000,1,74,,23 25 31
SRC_MISMATCH_NO_TARGET,32,7,6,32 42 45 70 81,19,3,5000,1,87,,19 32 42 45 70 81
SRC_MISMATCH_NO_TARGET,7,8,5,7 9 13 30,5,1,5000,1,64,,5 7 9 13 30
SRC_MISMATCH_NO_TARGET,28,9,6,28 37 42 45 49,26,4,5000,1,71,,26 28 37 42 45 49
SRC_MISMATCH,31,10,8,31 33 43 47 56 57 70,25,6,5000,1,70,7,25 31 33 43 47 56 57 70
SRC_MISMATCH_NO_TARGET,19,11,7,19 25 31 34 42 45,17,4,5000,1,69,,17 19 25 31 34 42 45
SRC_MISMATCH_NO_TARGET,31,12,5,31 33 45 53,20,4,5000,1,71,,20 31 33 45 53
SRC_MISMATCH,35,13,10,35 40 48 50 52 60 63 66 69,0,5,5000,1,69,9,0 35 40 48 50 52 60 63 66 69
SRC_MISMATCH_NO_TARGET,28,14,7,28 37 40 48 57 59,26,5,5000,1,65,,26 28 37 40 48 57 59
SRC_MISMATCH_NO_TARGET,32,15,7,32 34 42 45 49 52,2,6,5000,1,66,,2 32 34 42 45 49 52
SRC_MISMATCH_NO_TARGET,28,16,4,28 38 39,26,2,5000,1,74,,26 28 38 39
SRC_MISMATCH_NO_TARGET,24,17,4,24 36 41,23,2,5000,1,89,,23 24 36 41
SRC_MISMATCH_NO_TARGET,9,18,4,9 16 30,7,1,5000,1,84,,7 9 16 30
SRC_MISMATCH_NO_TARGET,41,19,3,41 51,20,2,5000,1,80,,20 41 51
SRC_MISMATCH,34,20,10,34 42 53 57 59 64 67 71 79,14,5,5000,1,79,9,14 34 42 53 57 59 64 67 71 79
