category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SRC_MISMATCH_NO_TARGET,42,0,3,42 45,12,2,35000,1,67,,12 42 45
SRC_MISMATCH_NO_TARGET,16,1,4,16 20 37,9,1,35000,1,60,,9 16 20 37
SRC_MISMATCH_INVALID_EDGE,16,2,7,16 16 16 36 16 30,6,2,35000,1,88,,6 16 16 16 36 16 30
SRC_MISMATCH_INVALID_EDGE,24,3,7,24 35 11 17 27 35,11,2,35000,1,68,,11 24 35 11 17 27 35
SRC_MISMATCH_INVALID_EDGE,38,4,6,38 43 47 56 57,21,5,35000,1,75,,21 38 43 47 56 57
SRC_MISMATCH_NO_TARGET,17,5,4,17 42 45,1,2,35000,1,67,,1 17 42 45
SRC_MISMATCH_NO_TARGET,35,6,4,35 51 55,23,3,35000,1,74,,23 35 51 55
SRC_MISMATCH_INVALID_EDGE,42,7,10,42 19 33 42 19 26 28 34 42,19,5,35000,1,87,,19 42 19 33 42 19 26 28 34 42
SRC_MISMATCH_INVALID_EDGE,13,8,3,13 66,5,0,35000,1,64,,5 13 66
SRC_MISMATCH,41,9,4,41 51 71,26,2,35000,1,71,3,26 41 51 71
SRC_MISMATCH_NO_TARGET,26,10,6,26 28 37 40 45,25,3,35000,1,70,,25 26 28 37 40 45
SRC_MISMATCH,29,11,9,29 36 41 52 60 63 66 69,17,3,35000,1,69,8,17 29 36 41 52 60 63 66 69
SRC_MISMATCH,31,12,4,31 37 71,20,2,35000,1,71,3,20 31 37 71
SRC_MISMATCH_INVALID_EDGE,80,13,2,80,0,0,35000,1,69,,0 80
SRC_MISMATCH_NO_TARGET,41,14,3,41 51,26,2,35000,1,65,,26 41 51
SRC_MISMATCH,57,15,3,57 66,2,1,35000,1,66,2,2 57 66
SRC_MISMATCH_NO_TARGET,41,16,3,41 51,26,2,35000,1,74,,26 41 51
SRC_MISMATCH_INVALID_EDGE,35,17,4,35 23 35,23,2,35000,1,89,,23 35 23 35
SRC_MISMATCH_INVALID_EDGE,33,18,4,33 51 84,7,2,35000,1,84,3,7 33 51 84
SRC_MISMATCH_INVALID_EDGE,33,19,8,33 48 40 48 62 65 76,20,4,35000,1,80,,20 33 48 40 48 62 65 76
SRC_MISMATCH_NO_TARGET,24,20,4,24 35 40,14,2,35000,1,79,,14 24 35 40
SRC_MISMATCH,39,21,6,39 43 54 58 61,26,4,35000,1,61,5,26 39 43 54 58 61
SRC_MISMATCH_NO_TARGET,36,22,4,36 41 68,18,2,35000,1,85,,18 36 41 68
SRC_MISMATCH,33,23,5,33 48 57 70,22,3,35000,1,70,4,22 33 48 57 70
SRC_MISMATCH_NO_TARGET,14,24,4,14 18 53,4,1,35000,1,68,,4 14 18 53
SRC_MISMATCH,33,25,7,33 48 65 67 80 83,20,2,35000,1,83,6,20 33 48 65 67 80 83
SRC_MISMATCH_NO_TARGET,48,26,2,48,28,1,35000,1,71,,28 48
SRC_MISMATCH_NO_TARGET,35,27,4,35 51 55,27,3,35000,1,78,,27 35 51 55
SRC_MISMATCH_NO_TARGET,26,28,4,26 28 53,16,1,35000,1,82,,16 26 28 53
SRC_MISMATCH_INVALID_EDGE,35,29,10,35 46 47 29 35 40 43 47 57,29,8,35000,1,78,,29 35 46 47 29 35 40 43 47 57
SRC_MISMATCH_NO_TARGET,4,30,4,4 11 30,2,1,35000,1,83,,2 4 11 30
SRC_MISMATCH_INVALID_EDGE,15,31,5,15 66 72 78,10,0,35000,1,78,4,10 15 66 72 78
SRC_MISMATCH,42,32,7,42 59 78 80 81 85,19,2,35000,1,85,6,19 42 59 78 80 81 85
SRC_MISMATCH_NO_TARGET,24,33,4,24 35 40,14,2,35000,1,69,,14 24 35 40
SRC_MISMATCH,47,34,7,47 56 60 64 65 68,18,2,35000,1,68,6,18 47 56 60 64 65 68
SRC_MISMATCH,35,35,4,35 51 75,0,2,35000,1,75,3,0 35 51 75
SRC_MISMATCH_NO_TARGET,27,36,3,27 35,24,1,35000,1,66,,24 27 35
SRC_MISMATCH_NO_TARGET,30,37,2,30,13,1,35000,1,83,,13 30
SRC_MISMATCH,18,38,6,18 36 41 51 71,10,3,35000,1,71,5,10 18 36 41 51 71
SRC_MISMATCH_NO_TARGET,16,39,4,16 28 38,9,1,35000,1,84,,9 16 28 38
SRC_MISMATCH,42,40,4,42 59 72,19,2,35000,1,72,3,19 42 59 72
SRC_MISMATCH_INVALID_EDGE,35,41,6,35 11 24 27 35,11,2,35000,1,61,,11 35 11 24 27 35
SRC_MISMATCH_NO_TARGET,43,42,5,43 47 56 57,3,4,35000,1,82,,3 43 47 56 57
SRC_MISMATCH_INVALID_EDGE,11,43,5,11 11 24 47,4,1,35000,1,86,,4 11 11 24 47
SRC_MISMATCH_NO_TARGET,30,44,3,30 32,16,2,35000,1,70,,16 30 32
SRC_MISMATCH_INVALID_EDGE,74,45,4,74 75 77,12,0,35000,1,77,3,12 74 75 77
SRC_MISMATCH_NO_TARGET,26,46,4,26 28 53,16,1,35000,1,81,,16 26 28 53
SRC_MISMATCH_INVALID_EDGE,11,47,8,11 36 4 11 17 18 36,4,2,35000,1,87,,4 11 36 4 11 17 18 36
SRC_MISMATCH_NO_TARGET,34,48,3,34 42,28,2,35000,1,78,,28 34 42
SRC_MISMATCH,24,49,5,24 55 60 63,21,1,35000,1,63,4,21 24 55 60 63
SRC_MISMATCH_NO_TARGET,27,50,5,27 28 38 39,24,2,35000,1,64,,24 27 28 38 39
