category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SRC_MISMATCH_INVALID_EDGE,58,0,2,58,12,1,20000,1,67,,12 58
SRC_MISMATCH_NO_TARGET,16,1,4,16 28 38,9,1,20000,1,60,,9 16 28 38
SRC_MISMATCH_INVALID_EDGE,16,2,14,16 16 16 36 40 16 36 40 16 30 31 37 40,6,8,20000,1,88,,6 16 16 16 36 40 16 36 40 16 30 31 37 40
SRC_MISMATCH,35,3,6,35 46 64 65 68,11,2,20000,1,68,5,11 35 46 64 65 68
SRC_MISMATCH_INVALID_EDGE,35,4,4,35 51 75,21,2,20000,1,75,3,21 35 51 75
SRC_MISMATCH_NO_TARGET,17,5,3,17 42,1,1,20000,1,67,,1 17 42
SRC_MISMATCH_NO_TARGET,24,6,4,24 36 41,23,2,20000,1,74,,23 24 36 41
SRC_MISMATCH_INVALID_EDGE,42,7,5,42 19 33 42,19,3,20000,1,87,,19 42 19 33 42
SRC_MISMATCH_NO_TARGET,13,8,3,13 30,5,1,20000,1,64,,5 13 30
SRC_MISMATCH,28,9,6,28 53 63 66 71,26,1,20000,1,71,5,26 28 53 63 66 71
SRC_MISMATCH,26,10,6,26 28 53 57 70,25,2,20000,1,70,5,25 26 28 53 57 70
SRC_MISMATCH_NO_TARGET,42,11,3,42 53,17,2,20000,1,69,,17 42 53
SRC_MISMATCH_NO_TARGET,31,12,4,31 37 48,20,3,20000,1,71,,20 31 37 48
SRC_MISMATCH,35,13,4,35 51 69,0,2,20000,1,69,3,0 35 51 69
SRC_MISMATCH_NO_TARGET,41,14,3,41 51,26,2,20000,1,65,,26 41 51
SRC_MISMATCH_NO_TARGET,4,15,4,4 29 36,2,1,20000,1,66,,2 4 29 36
SRC_MISMATCH_NO_TARGET,28,16,3,28 53,26,1,20000,1,74,,26 28 53
SRC_MISMATCH,35,17,9,35 40 48 57 66 72 74 89,23,4,20000,1,89,8,23 35 40 48 57 66 72 74 89
SRC_MISMATCH_INVALID_EDGE,78,18,3,78 84,7,0,20000,1,84,2,7 78 84
SRC_MISMATCH_NO_TARGET,26,19,4,26 28 53,20,1,20000,1,80,,20 26 28 53
SRC_MISMATCH_NO_TARGET,24,20,6,24 35 40 44 58,14,4,20000,1,79,,14 24 35 40 44 58
SRC_MISMATCH,28,21,6,28 45 53 56 61,26,3,20000,1,61,5,26 28 45 53 56 61
SRC_MISMATCH_NO_TARGET,37,22,6,37 43 54 58 69,18,4,20000,1,85,,18 37 43 54 58 69
SRC_MISMATCH,35,23,7,35 40 42 53 57 70,22,5,20000,1,70,6,22 35 40 42 53 57 70
SRC_MISMATCH_NO_TARGET,14,24,4,14 18 53,4,1,20000,1,68,,4 14 18 53
SRC_MISMATCH_INVALID_EDGE,26,25,8,26 28 53 26 34 42 53,20,4,20000,1,83,,20 26 28 53 26 34 42 53
SRC_MISMATCH,45,26,7,45 49 62 65 67 71,28,2,20000,1,71,6,28 45 49 62 65 67 71
SRC_MISMATCH_NO_TARGET,35,27,4,35 51 55,27,3,20000,1,78,,27 35 51 55
SRC_MISMATCH_NO_TARGET,30,28,3,30 50,16,2,20000,1,82,,16 30 50
SRC_MISMATCH_NO_TARGET,35,29,6,35 40 42 45 49,29,5,20000,1,78,,29 35 40 42 45 49
SRC_MISMATCH_NO_TARGET,4,30,5,4 29 36 41,2,2,20000,1,83,,2 4 29 36 41
SRC_MISMATCH_INVALID_EDGE,15,31,3,15 78,10,0,20000,1,78,2,10 15 78
SRC_MISMATCH,42,32,6,42 69 76 81 85,19,1,20000,1,85,5,19 42 69 76 81 85
SRC_MISMATCH_NO_TARGET,24,33,3,24 35,14,1,20000,1,69,,14 24 35
