category,first_action,pair_index,path_length,raw_tokens,source,stage2_count,step,stop_reached,target,target_index,tokens
SRC_MISMATCH_NO_TARGET,24,0,7,24 27 35 40 42 45,12,4,40000,1,67,,12 24 27 35 40 42 45
SRC_MISMATCH_NO_TARGET,16,1,4,16 20 33,9,1,40000,1,60,,9 16 20 33
SRC_MISMATCH_INVALID_EDGE,16,2,13,16 16 16 37 16 30 31 37 16 30 31 37,6,7,40000,1,88,,6 16 16 16 37 16 30 31 37 16 30 31 37
SRC_MISMATCH_INVALID_EDGE,24,3,7,24 35 11 17 27 35,11,2,40000,1,68,,11 24 35 11 17 27 35
SRC_MISMATCH_INVALID_EDGE,35,4,6,35 55 60 71 75,21,2,40000,1,75,5,21 35 55 60 71 75
SRC_MISMATCH_INVALID_EDGE,52,5,6,52 61 64 65 67,1,1,40000,1,67,5,1 52 61 64 65 67
SRC_MISMATCH_NO_TARGET,35,6,4,35 51 55,23,3,40000,1,74,,23 35 51 55
SRC_MISMATCH_INVALID_EDGE,42,7,8,42 19 33 42 19 40 42,19,5,40000,1,87,,19 42 19 33 42 19 40 42
SRC_MISMATCH_NO_TARGET,13,8,5,13 20 41 58,5,2,40000,1,64,,5 13 20 41 58
SRC_MISMATCH,41,9,4,41 51 71,26,2,40000,1,71,3,26 41 51 71
SRC_MISMATCH_NO_TARGET,26,10,6,26 28 37 40 45,25,3,40000,1,70,,25 26 28 37 40 45
SRC_MISMATCH_NO_TARGET,42,11,3,42 53,17,2,40000,1,69,,17 42 53
SRC_MISMATCH_NO_TARGET,33,12,3,33 48,20,2,40000,1,71,,20 33 48
SRC_MISMATCH_INVALID_EDGE,80,13,2,80,0,0,40000,1,69,,0 80
SRC_MISMATCH_NO_TARGET,41,14,3,41 51,26,2,40000,1,65,,26 41 51
SRC_MISMATCH,57,15,3,57 66,2,1,40000,1,66,2,2 57 66
SRC_MISMATCH_NO_TARGET,41,16,3,41 51,26,2,40000,1,74,,26 41 51
SRC_MISMATCH_INVALID_EDGE,35,17,4,35 40 38,23,3,40000,1,89,,23 35 40 38
SRC_MISMATCH_INVALID_EDGE,27,18,4,27 28 38,7,1,40000,1,84,,7 27 28 38
SRC_MISMATCH_NO_TARGET,33,19,4,33 48 57,20,3,40000,1,80,,20 33 48 57
SRC_MISMATCH_NO_TARGET,24,20,4,24 35 40,14,2,40000,1,79,,14 24 35 40
SRC_MISMATCH_NO_TARGET,39,21,4,39 43 54,26,3,40000,1,61,,26 39 43 54
SRC_MISMATCH_NO_TARGET,37,22,6,37 43 54 58 69,18,4,40000,1,85,,18 37 43 54 58 69
SRC_MISMATCH_INVALID_EDGE,46,23,8,46 47 56 22 43 47 56,22,6,40000,1,70,,22 46 47 56 22 43 47 56
SRC_MISMATCH_NO_TARGET,14,24,4,14 18 53,4,1,40000,1,68,,4 14 18 53
SRC_MISMATCH_INVALID_EDGE,43,25,15,43 54 58 60 39 43 54 58 60 39 43 54 58 60,20,11,40000,1,83,,20 43 54 58 60 39 43 54 58 60 39 43 54 58 60
SRC_MISMATCH,45,26,6,45 49 52 60 71,28,3,40000,1,71,5,28 45 49 52 60 71
SRC_MISMATCH,37,27,8,37 40 45 53 57 59 78,27,6,40000,1,78,7,27 37 40 45 53 57 59 78
SRC_MISMATCH_INVALID_EDGE,26,28,5,26 28 74 82,16,0,40000,1,82,4,16 26 28 74 82
SRC_MISMATCH_INVALID_EDGE,63,29,5,63 66 72 78,29,0,40000,1,78,4,29 63 66 72 78
SRC_MISMATCH_INVALID_EDGE,53,30,3,53 83,2,1,40000,1,83,2,2 53 83
SRC_MISMATCH_NO_TARGET,15,31,6,15 22 38 39 43,10,3,40000,1,78,,10 15 22 38 39 43
SRC_MISMATCH_INVALID_EDGE,80,32,4,80 81 85,19,0,40000,1,85,3,19 80 81 85
SRC_MISMATCH_NO_TARGET,24,33,4,24 35 40,14,2,40000,1,69,,14 24 35 40
SRC_MISMATCH,47,34,7,47 56 60 63 66 68,18,2,40000,1,68,6,18 47 56 60 63 66 68
SRC_MISMATCH_INVALID_EDGE,24,35,7,24 42 46 0 11 80,0,2,40000,1,75,,0 24 42 46 0 11 80
SRC_MISMATCH_NO_TARGET,27,36,3,27 35,24,1,40000,1,66,,24 27 35
SRC_MISMATCH_NO_TARGET,30,37,2,30,13,1,40000,1,83,,13 30
SRC_MISMATCH_NO_TARGET,29,38,3,29 48,10,1,40000,1,71,,10 29 48
SRC_MISMATCH_NO_TARGET,16,39,4,16 28 38,9,1,40000,1,84,,9 16 28 38
SRC_MISMATCH_NO_TARGET,42,40,4,42 53 56,19,3,40000,1,72,,19 42 53 56
SRC_MISMATCH_INVALID_EDGE,35,41,10,35 46 11 24 27 35 40 42 46,11,6,40000,1,61,,11 35 46 11 24 27 35 40 42 46
SRC_MISMATCH_INVALID_EDGE,5,42,4,5 13 75,3,0,40000,1,82,,3 5 13 75
SRC_MISMATCH_INVALID_EDGE,11,43,8,11 36 4 11 17 18 36,4,2,40000,1,86,,4 11 36 4 11 17 18 36
SRC_MISMATCH_NO_TARGET,36,44,5,36 41 59 72,16,3,40000,1,70,,16 36 41 59 72
SRC_MISMATCH_INVALID_EDGE,74,45,4,74 75 77,12,0,40000,1,77,3,12 74 75 77
SRC_MISMATCH_NO_TARGET,26,46,4,26 28 53,16,1,40000,1,81,,16 26 28 53
SRC_MISMATCH_INVALID_EDGE,11,47,8,11 36 4 11 17 18 36,4,2,40000,1,87,,4 11 36 4 11 17 18 36
SRC_MISMATCH_NO_TARGET,34,48,3,34 42,28,2,40000,1,78,,28 34 42
SRC_MISMATCH_INVALID_EDGE,24,49,10,24 27 28 53 28 34 42 45 53,21,5,40000,1,63,,21 24 27 28 53 28 34 42 45 53
SRC_MISMATCH_NO_TARGET,27,50,5,27 28 38 58,24,2,40000,1,64,,24 27 28 38 58
SRC_MISMATCH_INVALID_EDGE,33,51,13,33 51 1 18 33 51 1 20 25 31 33 51,1,7,40000,1,79,,1 33 51 1 18 33 51 1 20 25 31 33 51
SRC_MISMATCH,29,52,8,29 35 40 48 50 52 60,8,5,40000,1,60,7,8 29 35 40 48 50 52 60
SRC_MISMATCH_NO_TARGET,37,53,4,37 43 54,18,3,40000,1,84,,18 37 43 54
SRC_MISMATCH,16,54,8,16 30 32 59 64 65 67,9,3,40000,1,67,7,9 16 30 32 59 64 65 67
SRC_MISMATCH_INVALID_EDGE,29,55,8,29 36 41 41 78 80 81,23,3,40000,1,81,7,23 29 36 41 41 78 80 81
SRC_MISMATCH_NO_TARGET,23,56,5,23 35 40 42,6,3,40000,1,78,,6 23 35 40 42
SRC_MISMATCH_INVALID_EDGE,28,57,4,28 78 80,27,0,40000,1,80,3,27 28 78 80
SRC_MISMATCH_NO_TARGET,16,58,4,16 20 33,9,1,40000,1,69,,9 16 20 33
SRC_MISMATCH_NO_TARGET,36,59,4,36 41 59,16,3,40000,1,79,,16 36 41 59
SRC_MISMATCH_NO_TARGET,27,60,5,27 28 38 51,17,2,40000,1,85,,17 27 28 38 51
SRC_MISMATCH,52,61,5,52 60 64 67,28,1,40000,1,67,4,28 52 60 64 67
SRC_MISMATCH_NO_TARGET,41,62,3,41 46,26,2,40000,1,62,,26 41 46
SRC_MISMATCH_NO_TARGET,24,63,4,24 35 40,14,2,40000,1,76,,14 24 35 40
SRC_MISMATCH,24,64,10,24 34 46 55 60 63 66 72 74,0,3,40000,1,74,9,0 24 34 46 55 60 63 66 72 74
SRC_MISMATCH,40,65,6,40 42 45 53 61,16,4,40000,1,61,5,16 40 42 45 53 61
SRC_MISMATCH_NO_TARGET,17,66,6,17 40 66 74 82,7,1,40000,1,81,,7 17 40 66 74 82
SRC_MISMATCH_NO_TARGET,53,67,5,53 56 57 70,22,3,40000,1,76,,22 53 56 57 70
SRC_MISMATCH_NO_TARGET,37,68,3,37 43,27,2,40000,1,76,,27 37 43
SRC_MISMATCH_NO_TARGET,13,69,5,13 28 38 51,7,2,40000,1,62,,7 13 28 38 51
SRC_MISMATCH_INVALID_EDGE,24,70,11,24 27 28 37 41 3 10 18 36 41,3,4,40000,1,86,,3 24 27 28 37 41 3 10 18 36 41
SRC_MISMATCH,37,71,6,37 48 57 66 69,20,3,40000,1,69,5,20 37 48 57 66 69
SRC_MISMATCH_INVALID_EDGE,5,72,5,5 13 5 13,3,0,40000,1,63,,3 5 13 5 13
SRC_MISMATCH_NO_TARGET,31,73,4,31 37 40,25,3,40000,1,66,,25 31 37 40
SRC_MISMATCH,40,74,5,40 48 57 70,20,3,40000,1,70,4,20 40 48 57 70
SRC_MISMATCH_NO_TARGET,41,75,4,41 51 84,26,2,40000,1,60,,26 41 51 84
SRC_MISMATCH_NO_TARGET,42,76,3,42 59,17,2,40000,1,71,,17 42 59
SRC_MISMATCH_NO_TARGET,24,77,7,24 27 28 57 60 63,21,1,40000,1,72,,21 24 27 28 57 60 63
SRC_MISMATCH_NO_TARGET,17,78,7,17 27 47 56 57 59,15,4,40000,1,83,,15 17 27 47 56 57 59
SRC_MISMATCH,35,79,6,35 51 55 60 69,27,3,40000,1,69,5,27 35 51 55 60 69
SRC_MISMATCH_INVALID_EDGE,26,80,6,26 39 57 66 72,5,2,40000,1,72,5,5 26 39 57 66 72
SRC_MISMATCH_NO_TARGET,27,81,4,27 35 40,24,2,40000,1,72,,24 27 35 40
SRC_MISMATCH_NO_TARGET,17,82,4,17 18 53,11,1,40000,1,60,,11 17 18 53
SRC_MISMATCH_NO_TARGET,17,83,3,17 40,7,1,40000,1,66,,7 17 40
SRC_MISMATCH_NO_TARGET,16,84,4,16 30 32,9,2,40000,1,89,,9 16 30 32
SRC_MISMATCH,35,85,7,35 40 48 50 52 61,0,5,40000,1,61,6,0 35 40 48 50 52 61
SRC_MISMATCH_NO_TARGET,17,86,3,17 42,1,1,40000,1,63,,1 17 42
SRC_MISMATCH_NO_TARGET,24,87,5,24 34 46 47,12,3,40000,1,70,,12 24 34 46 47
SRC_MISMATCH,52,88,4,52 61 64,25,1,40000,1,64,3,25 52 61 64
SRC_MISMATCH,39,89,5,39 59 74 82,28,2,40000,1,82,4,28 39 59 74 82
SRC_MISMATCH_INVALID_EDGE,58,90,6,58 60 63 66 72,25,1,40000,1,72,5,25 58 60 63 66 72
SRC_MISMATCH,10,91,6,10 23 25 43 69,8,1,40000,1,69,5,8 10 23 25 43 69
SRC_MISMATCH,29,92,8,29 56 57 59 64 80 83,7,3,40000,1,83,7,7 29 56 57 59 64 80 83
SRC_MISMATCH_NO_TARGET,18,93,5,18 36 41 51,10,3,40000,1,85,,10 18 36 41 51
SRC_MISMATCH_NO_TARGET,24,94,4,24 35 40,14,2,40000,1,88,,14 24 35 40
SRC_MISMATCH,26,95,10,26 28 37 40 44 72 80 81 85,16,3,40000,1,85,9,16 26 28 37 40 44 72 80 81 85
SRC_MISMATCH_INVALID_EDGE,15,96,4,15 22 88,2,0,40000,1,76,,2 15 22 88
SRC_MISMATCH_INVALID_EDGE,27,97,4,27 28 53,7,1,40000,1,80,,7 27 28 53
SRC_MISMATCH_INVALID_EDGE,22,98,5,22 22 38 51,10,2,40000,1,60,,10 22 22 38 51
SRC_MISMATCH_NO_TARGET,27,99,5,27 37 44 53,17,3,40000,1,76,,17 27 37 44 53
SRC_MISMATCH_INVALID_EDGE,43,100,9,43 47 57 14 18 43 47 57,14,6,40000,1,75,,14 43 47 57 14 18 43 47 57
SRC_MISMATCH_NO_TARGET,30,101,3,30 49,16,2,40000,1,74,,16 30 49
SRC_MISMATCH_NO_TARGET,10,102,6,10 23 25 31 33,8,2,40000,1,76,,8 10 23 25 31 33
SRC_MISMATCH,37,103,9,37 40 42 53 56 57 60 73,29,6,40000,1,73,8,29 37 40 42 53 56 57 60 73
SRC_MISMATCH_NO_TARGET,29,104,4,29 43 47,23,2,40000,1,72,,23 29 43 47
SRC_MISMATCH_NO_TARGET,15,105,5,15 19 33 44,10,2,40000,1,66,,10 15 19 33 44
SRC_MISMATCH_NO_TARGET,27,106,4,27 35 40,24,2,40000,1,78,,24 27 35 40
