avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_INVALID_TOKEN,count_MISSING_TARGET,count_NO_EOS,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_INVALID_TOKEN,rate_MISSING_TARGET,rate_NO_EOS,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
7.684444444444445,1.96,63,3,162,53,26,143,450,0.14,0.006666666666666667,0.36,0.11777777777777777,0.057777777777777775,0.31777777777777777,2000,s1s3
12.835555555555555,1.7422222222222221,32,0,174,136,22,86,450,0.07111111111111111,0,0.38666666666666666,0.3022222222222222,0.04888888888888889,0.19111111111111112,4000,s1s3
14.66,1.6866666666666668,27,0,173,168,30,52,450,0.06,0,0.3844444444444444,0.37333333333333335,0.06666666666666667,0.11555555555555555,6000,s1s3
16.43111111111111,1.8133333333333332,16,0,171,192,31,40,450,0.035555555555555556,0,0.38,0.4266666666666667,0.06888888888888889,0.08888888888888889,8000,s1s3
18.766666666666666,1.5244444444444445,5,0,168,227,39,11,450,0.011111111111111112,0,0.37333333333333335,0.5044444444444445,0.08666666666666667,0.024444444444444446,10000,s1s3
17.27777777777778,1.7555555555555555,21,0,166,201,40,22,450,0.04666666666666667,0,0.3688888888888889,0.44666666666666666,0.08888888888888889,0.04888888888888889,12000,s1s3
16.946666666666665,1.6622222222222223,22,0,166,194,53,15,450,0.04888888888888889,0,0.3688888888888889,0.4311111111111111,0.11777777777777777,0.03333333333333333,14000,s1s3
17.924444444444443,1.9155555555555555,13,0,164,210,53,10,450,0.028888888888888888,0,0.36444444444444446,0.4666666666666667,0.11777777777777777,0.022222222222222223,16000,s1s3
14.675555555555556,1.8733333333333333,39,0,166,157,76,12,450,0.08666666666666667,0,0.3688888888888889,0.3488888888888889,0.1688888888888889,0.02666666666666667,18000,s1s3
15.053333333333333,1.6622222222222223,30,0,160,159,95,6,450,0.06666666666666667,0,0.35555555555555557,0.35333333333333333,0.2111111111111111,0.013333333333333334,20000,s1s3
