avg_bridge_candidates_available,bridge_hit_any_rate,bridge_hit_any_total,bridge_to_stage3_hops_mean,bridge_to_stage3_hops_median,eventA_rate,eventA_total,eventB_rate_given_A,eventB_rate_given_A_and_available,eventB_success,eventB_success_available,eventB_total,eventB_total_available,eventC_rate_given_AB,eventC_success,eventC_total,eventD_rate_given_ABC,eventD_success,eventD_total,expected_success_from_chain,first_bridge_rate,first_bridge_total,first_direct_target_rate,first_direct_target_total,first_invalid_rate,first_invalid_total,first_stage2_bridge_rate_given_A,first_stage2_index_mean,first_stage2_index_median,first_stage2_is_bridge_total,first_stage2_rate,first_stage2_total,first_valid_rate,first_valid_total,hit_stage3_rate,hit_stage3_total,stage2_available_rate,stage2_available_total,stage2_stop_reason_count_NO_STOP,stage2_stop_reason_count_STOP_AT_OTHER,stage2_stop_reason_count_STOP_AT_STAGE3,stage2_stop_reason_count_STOP_WITH_INVALID_EDGE,stage2_stop_reason_count_STOP_WITH_INVALID_TOKEN,stage2_stop_reason_count_STOP_WITH_MISSING_TARGET,stage2_stop_reason_rate_NO_STOP,stage2_stop_reason_rate_STOP_AT_OTHER,stage2_stop_reason_rate_STOP_AT_STAGE3,stage2_stop_reason_rate_STOP_WITH_INVALID_EDGE,stage2_stop_reason_rate_STOP_WITH_INVALID_TOKEN,stage2_stop_reason_rate_STOP_WITH_MISSING_TARGET,stage2_stop_success_rate,stage2_stop_success_total,stage2_stop_token_rate,stage2_stop_token_total,stage3_after_bridge_rate,stage3_after_bridge_total,stage3_stop_success_rate,stage3_stop_success_total,step,success_gap_vs_expected,success_rate,success_total,success_with_bridge,success_with_stage2_no_bridge,success_without_stage2,task_type,total_pairs,used_stage2_rate,used_stage2_total
27.406666666666666,0.8288888888888889,373,1.5414847161572052,1.0,0.8488888888888889,382,0.9659685863874345,0.9659685863874345,369,369,382,382,0.6097560975609756,225,369,0.6355555555555555,143,225,0.31777777777777777,0.5688888888888889,256,0.02666666666666667,12,0.1511111111111111,68,1.0,1.3270777479892761,1.0,373,0.5777777777777777,260,0.8488888888888889,382,0.6711111111111111,302,1.0,450,53,4,249,5,3,136,0.11777777777777777,0.008888888888888889,0.5533333333333333,0.011111111111111112,0.006666666666666667,0.3022222222222222,0.0,0,0.32,144,0.5088888888888888,229,0.31777777777777777,143,2000,0.0,0.31777777777777777,143,143,0,0,s1s3,450,0.8222222222222222,370
27.406666666666666,0.8155555555555556,367,1.5350877192982457,1.0,0.8266666666666667,372,0.967741935483871,0.967741935483871,360,360,372,372,0.6138888888888889,221,360,0.3891402714932127,86,221,0.19111111111111115,0.5022222222222222,226,0.024444444444444446,11,0.17333333333333334,78,1.0,1.5040871934604905,1.0,367,0.5155555555555555,232,0.8266666666666667,372,0.6733333333333333,303,1.0,450,136,9,167,0,0,138,0.3022222222222222,0.02,0.3711111111111111,0,0,0.30666666666666664,0.0,0,0.30666666666666664,138,0.5066666666666667,228,0.19111111111111112,86,4000,-2.7755575615628914e-17,0.19111111111111112,86,86,0,0,s1s3,450,0.8155555555555556,367
27.406666666666666,0.8022222222222222,361,1.4253393665158371,1.0,0.8,360,0.9888888888888889,0.9888888888888889,356,356,360,360,0.6067415730337079,216,356,0.24074074074074073,52,216,0.11555555555555558,0.5133333333333333,231,0.028888888888888888,13,0.2,90,0.997229916897507,1.4155124653739612,1.0,360,0.5266666666666666,237,0.8,360,0.6511111111111111,293,1.0,450,168,18,125,0,0,139,0.37333333333333335,0.04,0.2777777777777778,0,0,0.3088888888888889,0.0,0,0.3088888888888889,139,0.4911111111111111,221,0.11555555555555555,52,6000,-2.7755575615628914e-17,0.11555555555555555,52,52,0,0,s1s3,450,0.8022222222222222,361
27.406666666666666,0.8066666666666666,363,1.4419642857142858,1.0,0.8,360,0.9833333333333333,0.9833333333333333,354,354,360,360,0.6073446327683616,215,354,0.18604651162790697,40,215,0.08888888888888888,0.5155555555555555,232,0.022222222222222223,10,0.2,90,0.9972527472527473,1.3818681318681318,1.0,363,0.5377777777777778,242,0.8,360,0.6688888888888889,301,1.0,450,192,11,109,0,0,138,0.4266666666666667,0.024444444444444446,0.24222222222222223,0,0,0.30666666666666664,0.0,0,0.30666666666666664,138,0.49777777777777776,224,0.08888888888888889,40,8000,1.3877787807814457e-17,0.08888888888888889,40,40,0,0,s1s3,450,0.8088888888888889,364
27.406666666666666,0.7977777777777778,359,1.4200913242009132,1.0,0.8022222222222222,361,0.9778393351800554,0.9778393351800554,353,353,361,361,0.603399433427762,213,353,0.051643192488262914,11,213,0.024444444444444442,0.4666666666666667,210,0.035555555555555556,16,0.19777777777777777,89,0.9972222222222222,1.575,1.0,359,0.4822222222222222,217,0.8022222222222222,361,0.6777777777777778,305,1.0,450,227,5,78,0,0,140,0.5044444444444445,0.011111111111111112,0.17333333333333334,0,0,0.3111111111111111,0.0,0,0.3111111111111111,140,0.4866666666666667,219,0.024444444444444446,11,10000,3.469446951953614e-18,0.024444444444444446,11,11,0,0,s1s3,450,0.8,360
27.406666666666666,0.8111111111111111,365,1.3872549019607843,1.0,0.8155555555555556,367,0.9782016348773842,0.9782016348773842,359,359,367,367,0.5515320334261838,198,359,0.1111111111111111,22,198,0.048888888888888885,0.43777777777777777,197,0.03333333333333333,15,0.18444444444444444,83,0.9972677595628415,1.685792349726776,1.0,365,0.4533333333333333,204,0.8155555555555556,367,0.6377777777777778,287,1.0,450,201,2,86,2,0,159,0.44666666666666666,0.0044444444444444444,0.19111111111111112,0.0044444444444444444,0,0.35333333333333333,0.0,0,0.35777777777777775,161,0.4533333333333333,204,0.04888888888888889,22,12000,6.938893903907228e-18,0.04888888888888889,22,22,0,0,s1s3,450,0.8133333333333334,366
27.406666666666666,0.7977777777777778,359,1.4734513274336283,1.0,0.7933333333333333,357,0.9859943977591037,0.9859943977591037,352,352,357,357,0.6221590909090909,219,352,0.0684931506849315,15,219,0.03333333333333333,0.4022222222222222,181,0.02666666666666667,12,0.20666666666666667,93,0.9972222222222222,1.8472222222222223,1.0,359,0.4177777777777778,188,0.7933333333333333,357,0.6955555555555556,313,1.0,450,194,4,119,1,0,132,0.4311111111111111,0.008888888888888889,0.2644444444444444,0.0022222222222222222,0,0.29333333333333333,0.0,0,0.29555555555555557,133,0.5022222222222222,226,0.03333333333333333,15,14000,0.0,0.03333333333333333,15,15,0,0,s1s3,450,0.8,360
27.406666666666666,0.8355555555555556,376,1.3389830508474576,1.0,0.7888888888888889,355,0.9887323943661972,0.9887323943661972,351,351,355,355,0.6011396011396012,211,351,0.04739336492890995,10,211,0.022222222222222223,0.4533333333333333,204,0.024444444444444446,11,0.2111111111111111,95,0.9946808510638298,2.6968085106382977,1.0,374,0.48,216,0.7888888888888889,355,0.6822222222222222,307,1.0,450,210,3,97,3,0,137,0.4666666666666667,0.006666666666666667,0.21555555555555556,0.006666666666666667,0,0.30444444444444446,0.0,0,0.3111111111111111,140,0.5244444444444445,236,0.022222222222222223,10,16000,0.0,0.022222222222222223,10,10,0,0,s1s3,450,0.8355555555555556,376
27.406666666666666,0.8088888888888889,364,1.395,1.0,0.7755555555555556,349,0.9885386819484241,0.9885386819484241,345,345,349,349,0.5304347826086957,183,345,0.06557377049180328,12,183,0.026666666666666672,0.4822222222222222,217,0.02666666666666667,12,0.22444444444444445,101,0.994535519125683,1.6147540983606556,1.0,364,0.5266666666666666,237,0.7755555555555556,349,0.6333333333333333,285,1.0,450,157,2,128,2,0,161,0.3488888888888889,0.0044444444444444444,0.28444444444444444,0.0044444444444444444,0,0.35777777777777775,0.0,0,0.3622222222222222,163,0.4444444444444444,200,0.02666666666666667,12,18000,-3.469446951953614e-18,0.02666666666666667,12,12,0,0,s1s3,450,0.8133333333333334,366
27.406666666666666,0.7977777777777778,359,1.7178217821782178,1.0,0.7844444444444445,353,0.9886685552407932,0.9886685552407932,349,349,353,353,0.5501432664756447,192,349,0.03125,6,192,0.013333333333333336,0.41555555555555557,187,0.02666666666666667,12,0.21555555555555556,97,0.9972222222222222,1.8583333333333334,1.0,359,0.44,198,0.7844444444444445,353,0.6488888888888888,292,1.0,450,159,1,133,1,0,156,0.35333333333333333,0.0022222222222222222,0.29555555555555557,0.0022222222222222222,0,0.3466666666666667,0.0,0,0.3488888888888889,157,0.4488888888888889,202,0.013333333333333334,6,20000,-1.734723475976807e-18,0.013333333333333334,6,6,0,0,s1s3,450,0.8,360
