avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_INVALID_TOKEN,count_MISSING_TARGET,count_NO_EOS,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_INVALID_TOKEN,rate_MISSING_TARGET,rate_NO_EOS,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
12.851851851851851,2.348148148148148,7,2,54,38,2,32,135,0.05185185185185185,0.014814814814814815,0.4,0.2814814814814815,0.014814814814814815,0.23703703703703705,2000,s1s3
11.355555555555556,1.8962962962962964,8,2,56,31,13,25,135,0.05925925925925926,0.014814814814814815,0.4148148148148148,0.22962962962962963,0.0962962962962963,0.18518518518518517,4000,s1s3
16.71851851851852,2.4444444444444446,4,0,59,58,9,5,135,0.02962962962962963,0,0.43703703703703706,0.42962962962962964,0.06666666666666667,0.037037037037037035,6000,s1s3
18.02962962962963,4.940740740740741,20,0,42,60,4,9,135,0.14814814814814814,0,0.3111111111111111,0.4444444444444444,0.02962962962962963,0.06666666666666667,8000,s1s3
17.644444444444446,3.8222222222222224,9,0,54,61,3,8,135,0.06666666666666667,0,0.4,0.45185185185185184,0.022222222222222223,0.05925925925925926,10000,s1s3
18.985185185185184,5.62962962962963,6,0,55,67,1,6,135,0.044444444444444446,0,0.4074074074074074,0.4962962962962963,0.007407407407407408,0.044444444444444446,12000,s1s3
19.68148148148148,5.155555555555556,3,0,57,71,1,3,135,0.022222222222222223,0,0.4222222222222222,0.5259259259259259,0.007407407407407408,0.022222222222222223,14000,s1s3
19.59259259259259,5.118518518518519,1,0,59,71,1,3,135,0.007407407407407408,0,0.43703703703703706,0.5259259259259259,0.007407407407407408,0.022222222222222223,16000,s1s3
20.31851851851852,3.1481481481481484,1,0,58,76,0,0,135,0.007407407407407408,0,0.42962962962962964,0.562962962962963,0,0.0,18000,s1s3
19.74074074074074,3.3555555555555556,2,0,59,74,0,0,135,0.014814814814814815,0,0.43703703703703706,0.5481481481481482,0,0.0,20000,s1s3
